  Ls Hgt   Lat  TA0K   TA1K  Tp1  TA2K  Tp2  Pa0Nm2     PA1% Pp1Hr   PA2% Pp2Hr  DA0kgm3    DA1% Dp1Hr   DA2% Dp2Hr
  90 125  37.5 171.54 22.01 10.9  7.01 22.4 4.737E-05  27.44  11.8   5.95  12.9 1.458E-09  20.92  11.9   5.50  13.6
  90 130  37.5 186.72 27.91 11.2  6.51 22.1 2.884E-05  33.02  11.6   6.79  12.3 8.107E-10  24.33  11.5   5.98  13.0
  90 135  37.5 198.77 33.22 11.4  6.05 21.7 1.830E-05  40.00  11.5   7.89  11.9 4.788E-10  28.95  11.3   6.43  12.5
  90 140  37.5 207.93 37.60 11.5  5.91 21.4 1.194E-05  47.92  11.5   8.99  11.5 2.952E-10  34.48  11.2   6.78  12.2
  90 145  37.5 214.80 41.13 11.6  5.96 21.1 7.956E-06  56.36  11.5   9.95  11.3 1.877E-10  40.53  11.2   6.99  11.9
  90 150  37.5 219.93 44.02 11.6  6.12 20.9 5.382E-06  65.24  11.5  10.83  11.0 1.221E-10  46.84  11.2   7.18  11.5
  90 155  37.5 223.67 46.19 11.6  6.36 20.8 3.687E-06  65.24  11.5  10.83  11.0 8.087E-11  53.53  11.2   7.66  11.1
  90 160  37.5 226.10 47.86 11.6  6.57 20.7 2.566E-06  73.81  11.5  11.59  22.8 5.456E-11  60.15  11.1   8.43  22.8
  90 165  37.5 227.92 49.20 11.6  6.73 20.7 1.802E-06  82.25  11.5  12.37  22.6 3.717E-11  66.82  11.1   9.53  22.5
  90 170  37.5 229.26 50.16 11.6  6.89 20.7 1.276E-06  89.98  11.5  13.13  22.4 2.554E-11  73.73  11.1  11.03  22.2
  90 175  37.5 230.09 50.90 11.6  7.03 20.7 9.155E-07  89.98  11.5  13.13  22.4 1.776E-11  80.33  11.1  12.72  22.0
  90 180  37.5 230.71 51.42 11.6  7.13 20.7 6.636E-07  96.77  11.5  13.88  22.2 1.245E-11  86.87  11.0  14.66  21.9
  90 185  37.5 231.18 51.79 11.6  7.22 20.7 4.843E-07 102.19  11.5  14.58  22.1 8.782E-12  93.49  11.0  16.80  21.8
  90 190  37.5 231.45 52.07 11.6  7.27 20.7 3.598E-07 102.19  11.5  14.58  22.1 6.282E-12  99.34  10.9  18.98  21.7
  90 195  37.5 231.68 52.26 11.6  7.32 20.7 2.692E-07 106.06  11.4  15.19  22.0 4.521E-12 105.18  10.9  21.28  21.6
  90 200  37.5 231.84 52.40 11.6  7.35 20.7 2.041E-07 106.06  11.4  15.19  22.0 3.289E-12 110.43  10.8  23.57  21.5
  90 205  37.5 231.95 52.50 11.6  7.38 20.7 1.566E-07 108.54  11.4  15.73  21.9 2.419E-12 115.17  10.8  25.83  21.5
  90 210  37.5 232.03 52.58 11.6  7.39 20.7 1.213E-07 108.54  11.4  15.73  21.9 1.794E-12 119.51  10.8  28.06  21.4
  90 215  37.5 232.09 52.58 11.6  7.39 20.7 9.521E-08 108.54  11.4  15.73  21.9 1.348E-12 119.51  10.8  28.06  21.4
  90 220  37.5 232.13 52.58 11.6  7.39 20.7 7.539E-08 108.54  11.4  15.73  21.9 1.023E-12 119.51  10.8  28.06  21.4
  90 225  37.5 232.16 52.58 11.6  7.39 20.7 6.028E-08 108.54  11.4  15.73  21.9 7.840E-13 119.51  10.8  28.06  21.4
  90 230  37.5 232.19 52.58 11.6  7.39 20.7 4.877E-08 108.54  11.4  15.73  21.9 6.091E-13 119.51  10.8  28.06  21.4
  90 235  37.5 232.21 52.58 11.6  7.39 20.7 3.953E-08 108.54  11.4  15.73  21.9 4.745E-13 119.51  10.8  28.06  21.4
  90 240  37.5 232.21 52.58 11.6  7.39 20.7 3.260E-08 108.54  11.4  15.73  21.9 3.787E-13 119.51  10.8  28.06  21.4
  90  80  42.5 141.40 12.60 14.4   .85 22.4 2.424E-02   5.67  28.7   2.32  12.5 9.029E-07  11.71  27.9   2.56  13.1
  90  85  42.5 136.26 12.50 14.4  1.78 22.4 1.255E-02   2.77  32.5   2.31  12.2 4.853E-07   5.92  27.9   2.11  13.1
  90  90  42.5 130.69 10.73 14.0  1.84 22.6 6.331E-03   9.78  13.3   3.23  11.5 2.548E-07   2.36  11.2   2.14  11.7
  90  95  42.5 126.45  8.34 13.4  1.22 12.1 3.101E-03  13.75  13.5   3.77  11.3 1.288E-07   8.76  13.3   3.24  22.9
  90 100  42.5 123.82  5.84 12.6  1.32 13.4 1.494E-03  17.07  13.5   4.17  11.2 6.326E-08  14.72  13.4   4.01  22.7
  90 105  42.5 123.21  4.47 10.7  1.84 13.8 7.119E-04  21.60  13.3   4.49  11.4 3.032E-08  19.18  13.3   4.06  22.9
  90 110  42.5 126.22  6.16 33.0  2.07 12.7 3.409E-04  22.70  13.2   4.52  11.6 1.420E-08  21.51  13.1   3.36  11.8
  90 115  42.5 136.58  9.71 33.5  3.84 11.4 1.700E-04  24.12  12.4   5.10  11.9 6.580E-09  21.69  12.6   3.11  12.5
  90 120  42.5 152.29 14.01 10.5  5.52 22.8 9.049E-05  26.21  12.0   6.01  11.8 3.153E-09  22.25  11.9   3.26  12.3
  90 125  42.5 169.47 19.19 11.2  5.95 22.5 5.163E-05  30.12  11.8   7.39  11.7 1.613E-09  24.38  11.3   4.11  11.8
  90 130  42.5 185.04 24.61 11.6  5.74 22.2 3.125E-05  35.27  11.7   8.94  11.5 8.884E-10  27.72  11.1   5.26  11.5
  90 135  42.5 197.70 29.56 11.8  5.49 21.9 1.974E-05  41.78  11.6  10.52  11.3 5.201E-10  31.99  11.1   6.26  11.3
  90 140  42.5 207.52 33.73 11.9  5.39 21.7 1.284E-05  48.98  11.7  11.89  11.2 3.185E-10  36.95  11.1   7.11  11.1
  90 145  42.5 214.96 37.14 12.0  5.37 21.5 8.537E-06  56.60  11.7  13.04  11.1 2.016E-10  42.39  11.1   7.79  22.9
  90 150  42.5 220.56 39.86 12.0  5.48 21.4 5.772E-06  64.60  11.7  14.04  22.9 1.308E-10  48.26  11.1   8.43  22.7
  90 155  42.5 224.39 41.92 12.0  5.63 21.3 3.965E-06  64.60  11.7  14.04  22.9 8.680E-11  54.26  11.2   9.18  22.5
  90 160  42.5 227.16 43.55 12.0  5.72 21.3 2.757E-06  72.47  11.8  14.91  22.8 5.849E-11  60.37  11.2  10.08  22.3
  90 165  42.5 229.23 44.81 12.0  5.83 21.3 1.935E-06  79.99  11.8  15.69  22.7 3.982E-11  66.64  11.2  11.13  22.1
  90 170  42.5 230.70 45.73 12.0  5.91 21.3 1.370E-06  79.99  11.8  15.69  22.7 2.738E-11  73.04  11.2  12.41  22.0
  90 175  42.5 231.62 46.44 12.0  6.00 21.3 9.846E-07  86.83  11.8  16.40  22.6 1.907E-11  79.10  11.2  13.76  21.9
  90 180  42.5 232.34 46.93 12.0  6.06 21.3 7.129E-07  92.91  11.8  17.07  22.5 1.337E-11  85.31  11.1  15.33  21.8
  90 185  42.5 232.84 47.29 12.0  6.12 21.3 5.211E-07  92.91  11.8  17.07  22.5 9.453E-12  91.33  11.1  17.01  21.7
  90 190  42.5 233.17 47.55 12.0  6.16 21.3 3.866E-07  97.75  11.8  17.66  22.4 6.762E-12  96.87  11.1  18.74  21.6
  90 195  42.5 233.44 47.73 12.0  6.18 21.3 2.884E-07 101.27  11.8  18.18  22.3 4.860E-12 102.51  11.0  20.68  21.5
  90 200  42.5 233.60 47.86 12.0  6.21 21.3 2.190E-07 101.27  11.8  18.18  22.3 3.546E-12 107.21  11.0  22.47  21.5
  90 205  42.5 233.73 47.96 12.0  6.22 21.3 1.673E-07 103.41  11.8  18.64  22.2 2.601E-12 111.92  11.0  24.47  21.4
  90 210  42.5 233.82 48.02 12.0  6.23 21.3 1.298E-07 103.41  11.8  18.64  22.2 1.934E-12 115.76  10.9  26.29  21.4
  90 215  42.5 233.89 48.07 12.0  6.23 21.3 1.014E-07 104.43  11.7  19.05  22.2 1.448E-12 119.43  10.9  28.21  21.3
  90 220  42.5 233.94 48.07 12.0  6.23 21.3 8.037E-08 104.43  11.7  19.05  22.2 1.101E-12 119.43  10.9  28.21  21.3
  90 225  42.5 233.98 48.07 12.0  6.23 21.3 6.395E-08 104.43  11.7  19.05  22.2 8.397E-13 119.43  10.9  28.21  21.3
  90 230  42.5 234.00 48.07 12.0  6.23 21.3 5.178E-08 104.43  11.7  19.05  22.2 6.535E-13 119.43  10.9  28.21  21.3
  90 235  42.5 234.02 48.07 12.0  6.23 21.3 4.192E-08 104.43  11.7  19.05  22.2 5.085E-13 119.43  10.9  28.21  21.3
  90 240  42.5 234.03 48.07 12.0  6.23 21.3 3.446E-08 104.43  11.7  19.05  22.2 4.038E-13 119.43  10.9  28.21  21.3
  90  80  47.5 141.36 12.59 14.4  1.73 21.5 2.575E-02   5.77  29.0   1.83  13.0 9.611E-07  12.18  28.0   3.34  14.0
  90  85  47.5 136.72 12.56 14.4  3.39 21.5 1.335E-02   3.25  32.8   1.34  12.3 5.151E-07   6.49  28.0   2.44  14.0
  90  90  47.5 131.38 10.98 13.9  3.89 21.8 6.751E-03   5.99  12.4   1.97  22.7 2.708E-07   2.24  10.2    .88  12.8
  90  95  47.5 127.33  8.76 13.2  3.21 22.2 3.322E-03  14.25  13.3   4.72  22.1 1.373E-07   8.41  13.2   3.19  21.6
  90 100  47.5 125.00  6.53 12.1  2.40 11.2 1.609E-03  17.68  13.3   5.94  22.1 6.762E-08  14.45  13.3   5.53  21.6
  90 105  47.5 124.47  5.67 10.3  2.46 12.5 7.725E-04  22.56  13.0   7.45  22.1 3.264E-08  19.02  13.0   6.84  21.7
  90 110  47.5 127.31  7.22 33.0  2.88 12.7 3.731E-04  23.98  12.8   7.64  22.3 1.544E-08  21.98  12.6   6.80  21.9
  90 115  47.5 136.49  9.71 33.4  3.61 11.9 1.859E-04  26.40  12.1   7.76  22.7 7.212E-09  23.64  11.9   5.80  22.0
  90 120  47.5 151.78 12.72 10.6  4.17 11.3 9.902E-05  28.77  11.8   8.38  22.9 3.468E-09  25.76  11.2   5.42  22.1
  90 125  47.5 168.93 16.95 11.5  4.22 22.9 5.644E-05  32.51  11.6   9.52  11.1 1.771E-09  28.65  10.7   5.91  22.2
  90 130  47.5 184.87 21.69 12.0  4.05 22.5 3.410E-05  37.23  11.6  10.83  11.2 9.714E-10  31.89  10.6   6.65  22.3
  90 135  47.5 198.17 26.10 12.2  3.92 22.3 2.152E-05  43.03  11.7  12.16  11.2 5.662E-10  35.56  10.7   7.42  22.4
  90 140  47.5 208.69 29.88 12.3  3.89 22.1 1.400E-05  49.29  11.8  13.28  11.1 3.457E-10  39.72  10.8   8.13  22.4
  90 145  47.5 216.81 32.93 12.4  3.92 22.0 9.323E-06  56.12  11.8  14.25  11.1 2.184E-10  44.36  10.9   8.71  22.4
  90 150  47.5 222.69 35.31 12.4  4.04 22.0 6.327E-06  56.12  11.8  14.25  11.1 1.421E-10  49.24  11.0   9.21  22.3
  90 155  47.5 226.91 37.19 12.4  4.16 22.0 4.362E-06  62.98  11.9  15.03  11.1 9.455E-11  54.25  11.1   9.71  22.3
  90 160  47.5 230.13 38.62 12.4  4.23 22.1 3.039E-06  69.76  12.0  15.68  23.0 6.375E-11  59.56  11.1  10.28  22.2
  90 165  47.5 232.57 39.73 12.4  4.33 22.1 2.136E-06  76.17  12.0  16.22  22.9 4.347E-11  65.03  11.2  10.91  22.1
  90 170  47.5 234.10 40.57 12.4  4.40 22.1 1.522E-06  76.17  12.0  16.22  22.9 3.008E-11  70.31  11.2  11.58  22.0
  90 175  47.5 235.25 41.18 12.4  4.48 22.1 1.095E-06  82.05  12.0  16.68  22.9 2.099E-11  75.61  11.2  12.29  22.0
  90 180  47.5 236.13 41.63 12.4  4.53 22.2 7.928E-07  87.13  12.1  17.07  22.8 1.474E-11  81.06  11.2  13.17  21.9
  90 185  47.5 236.66 41.95 12.4  4.57 22.2 5.827E-07  87.13  12.1  17.07  22.8 1.048E-11  85.94  11.2  14.01  21.8
  90 190  47.5 237.09 42.17 12.4  4.61 22.2 4.317E-07  90.99  12.1  17.35  22.8 7.505E-12  90.88  11.2  15.00  21.7
  90 195  47.5 237.40 42.34 12.4  4.63 22.2 3.231E-07  90.99  12.1  17.35  22.8 5.418E-12  95.55  11.2  16.07  21.7
  90 200  47.5 237.60 42.45 12.4  4.65 22.2 2.452E-07  93.82  12.1  17.58  22.7 3.957E-12  99.63  11.1  17.11  21.6
  90 205  47.5 237.77 42.52 12.4  4.66 22.2 1.872E-07  93.82  12.1  17.58  22.7 2.904E-12 103.82  11.1  18.36  21.5
  90 210  47.5 237.87 42.58 12.4  4.68 22.2 1.454E-07  95.45  12.1  17.76  22.6 2.167E-12 106.86  11.1  19.45  21.4
  90 215  47.5 237.97 42.61 12.4  4.68 22.2 1.133E-07  95.45  12.1  17.76  22.6 1.620E-12 110.24  11.1  20.72  21.4
  90 220  47.5 238.02 42.61 12.4  4.68 22.2 8.993E-08  95.45  12.1  17.76  22.6 1.234E-12 110.24  11.1  20.72  21.4
  90 225  47.5 238.07 42.61 12.4  4.68 22.2 7.159E-08  95.45  12.1  17.76  22.6 9.427E-13 110.24  11.1  20.72  21.4
  90 230  47.5 238.10 42.61 12.4  4.68 22.2 5.778E-08  95.45  12.1  17.76  22.6 7.315E-13 110.24  11.1  20.72  21.4
  90 235  47.5 238.12 42.61 12.4  4.68 22.2 4.695E-08  95.45  12.1  17.76  22.6 5.719E-13 110.24  11.1  20.72  21.4
  90 240  47.5 238.14 42.61 12.4  4.68 22.2 3.834E-08  95.45  12.1  17.76  22.6 4.501E-13 110.24  11.1  20.72  21.4
  90  80  52.5 141.18 12.75 14.5  2.96 20.9 2.729E-02   5.49  28.9   2.38  13.9 1.021E-06  12.76  27.8   5.15  14.5
  90  85  52.5 136.86 12.53 14.5  5.12 20.9 1.414E-02   3.10  33.2   1.14  13.6 5.459E-07   6.86  27.8   4.09  14.5
  90  90  52.5 131.69 10.78 14.0  5.72 21.4 7.155E-03   6.16  12.6   1.27  21.3 2.867E-07   1.83  10.1   1.08  14.8
  90  95  52.5 127.78  8.56 13.0  4.80 21.9 3.530E-03  14.32  13.4   5.59  21.3 1.455E-07   8.05  13.5   3.18  20.5
  90 100  52.5 125.83  6.85 11.5  3.57 22.8 1.715E-03  17.68  13.3   7.38  21.4 7.163E-08  13.81  13.4   6.59  20.9
  90 105  52.5 125.55  6.80 33.8  3.16 12.0 8.281E-04  22.69  12.8   9.51  21.6 3.468E-08  18.09  13.0   8.68  21.2
  90 110  52.5 128.58  8.41 32.9  3.72 12.7 4.028E-04  24.33  12.5   9.74  21.8 1.650E-08  21.31  12.4   9.51  21.4
  90 115  52.5 137.33 10.15 33.3  4.26 12.6 2.014E-04  25.86  12.1   9.56  22.0 7.755E-09  24.20  11.6   9.07  21.6
  90 120  52.5 152.53 12.07 10.5  3.96 12.4 1.077E-04  30.13  11.5   9.27  22.6 3.744E-09  27.73  10.8   8.26  21.8
  90 125  52.5 169.93 15.29 11.6  3.23 12.1 6.157E-05  33.59  11.4   9.80  22.9 1.916E-09  31.31  10.5   7.93  22.0
  90 130  52.5 186.40 19.18 12.2  2.58 11.9 3.730E-05  37.71  11.5  10.55  11.1 1.051E-09  34.47  10.4   7.88  22.1
  90 135  52.5 200.46 22.81 12.4  2.20 11.8 2.362E-05  42.67  11.6  11.38  11.2 6.127E-10  37.64  10.5   8.05  22.3
  90 140  52.5 211.83 25.91 12.6  2.06 11.6 1.543E-05  48.08  11.7  12.09  11.3 3.743E-10  41.09  10.7   8.26  22.3
  90 145  52.5 220.44 28.37 12.6  2.11 11.5 1.034E-05  48.08  11.7  12.09  11.3 2.379E-10  44.71  10.8   8.39  22.4
  90 150  52.5 226.75 30.28 12.6  2.25 11.5 7.070E-06  53.75  11.8  12.66  11.3 1.558E-10  48.42  10.9   8.52  22.5
  90 155  52.5 231.67 31.74 12.7  2.40 11.5 4.896E-06  59.35  11.9  13.06  11.3 1.039E-10  52.50  11.0   8.68  22.5
  90 160  52.5 235.48 32.85 12.7  2.56 11.5 3.428E-06  64.78  12.0  13.36  11.3 7.030E-11  56.80  11.1   8.82  22.5
  90 165  52.5 238.08 33.73 12.7  2.71 11.5 2.431E-06  64.78  12.0  13.36  11.3 4.835E-11  60.91  11.2   8.93  22.5
  90 170  52.5 239.97 34.37 12.7  2.85 11.5 1.742E-06  70.01  12.0  13.61  11.3 3.363E-11  65.09  11.2   9.03  22.5
  90 175  52.5 241.44 34.85 12.7  2.97 11.6 1.257E-06  74.57  12.1  13.75  11.3 2.357E-11  69.32  11.3   9.13  22.5
  90 180  52.5 242.39 35.19 12.7  3.06 11.6 9.175E-07  74.57  12.1  13.75  11.3 1.670E-11  73.34  11.3   9.27  22.4
  90 185  52.5 243.11 35.43 12.7  3.13 11.6 6.764E-07  78.32  12.1  13.81  11.3 1.193E-11  77.20  11.3   9.36  22.3
  90 190  52.5 243.67 35.59 12.7  3.18 11.6 5.020E-07  78.32  12.1  13.81  11.3 8.568E-12  81.16  11.3   9.56  22.3
  90 195  52.5 244.01 35.70 12.7  3.22 11.6 3.784E-07  81.32  12.2  13.83  11.2 6.237E-12  84.44  11.3   9.70  22.2
  90 200  52.5 244.32 35.77 12.7  3.25 11.6 2.864E-07  83.18  12.2  13.77  11.2 4.556E-12  87.89  11.3   9.95  22.0
  90 205  52.5 244.50 35.81 12.7  3.28 11.6 2.204E-07  83.18  12.2  13.77  11.2 3.375E-12  90.60  11.2  10.23  21.9
  90 210  52.5 244.66 35.84 12.7  3.30 11.6 1.704E-07  84.02  12.2  13.67  11.2 2.511E-12  93.38  11.2  10.60  21.8
  90 215  52.5 244.76 35.86 12.7  3.32 11.6 1.338E-07  84.02  12.2  13.67  11.2 1.895E-12  95.34  11.2  10.98  21.6
  90 220  52.5 244.85 35.87 12.7  3.33 11.6 1.055E-07  84.13  12.2  13.60  11.2 1.435E-12  97.55  11.2  11.55  21.5
  90 225  52.5 244.90 35.87 12.7  3.33 11.6 8.458E-08  84.13  12.2  13.60  11.2 1.105E-12  97.55  11.2  11.55  21.5
  90 230  52.5 244.95 35.87 12.7  3.33 11.6 6.782E-08  84.13  12.2  13.60  11.2 8.516E-13  97.55  11.2  11.55  21.5
  90 235  52.5 244.98 35.87 12.7  3.33 11.6 5.537E-08  84.13  12.2  13.60  11.2 6.696E-13  97.55  11.2  11.55  21.5
  90 240  52.5 245.00 35.87 12.7  3.33 11.6 4.529E-08  84.13  12.2  13.60  11.2 5.277E-13  97.55  11.2  11.55  21.5
  90  80  57.5 141.09 13.28 14.6  4.05 20.6 2.887E-02   4.97  28.9   3.70  14.5 1.081E-06  13.46  27.7   7.08  14.6
  90  85  57.5 136.92 12.57 14.6  6.62 20.6 1.495E-02   3.04  10.0   1.97  15.0 5.774E-07   7.01  27.7   6.06  14.6
  90  90  57.5 131.78 10.15 14.1  7.00 21.0 7.565E-03   6.57  12.9   1.24  19.5 3.029E-07   1.85  10.7   2.55  15.5
  90  95  57.5 127.85  7.59 12.9  5.49 21.7 3.735E-03  14.30  13.4   6.11  20.7 1.536E-07   8.19  13.9   3.33  19.7
  90 100  57.5 126.17  6.44 11.1  3.80 22.6 1.815E-03  17.33  13.3   7.97  20.9 7.549E-08  13.26  13.8   6.90  20.5
  90 105  57.5 126.06  7.14 33.5  3.31 11.9 8.790E-04  21.86  12.7   9.85  21.3 3.656E-08  16.79  13.3   9.09  20.9
  90 110  57.5 129.34  8.82 32.8  4.29 12.9 4.287E-04  23.63  12.3   9.91  21.4 1.742E-08  19.60  12.6  10.18  21.2
  90 115  57.5 138.49 10.40 33.1  5.41 13.2 2.157E-04  25.19  11.9   9.39  21.7 8.203E-09  22.62  11.7  10.18  21.5
  90 120  57.5 153.89 11.62 10.3  5.21 13.4 1.154E-04  29.69  11.3   8.01  22.4 3.953E-09  26.70  10.9   9.42  22.0
  90 125  57.5 172.11 13.81 11.5  4.18 13.7 6.634E-05  32.70  11.2   7.77  22.9 2.025E-09  30.72  10.6   8.68  22.4
  90 130  57.5 189.56 16.67 12.1  3.23 13.9 4.046E-05  36.30  11.2   7.85  11.3 1.113E-09  33.98  10.5   8.12  22.6
  90 135  57.5 204.69 19.36 12.4  2.69 14.2 2.579E-05  40.35  11.3   8.00  11.5 6.504E-10  36.94  10.6   7.69  22.8
  90 140  57.5 216.77 21.60 12.6  2.43 14.2 1.704E-05  40.35  11.3   8.00  11.5 4.011E-10  39.69  10.7   7.29  11.0
  90 145  57.5 225.95 23.38 12.6  2.37 14.2 1.155E-05  44.76  11.5   8.13  11.7 2.575E-10  42.42  10.8   6.90  11.1
  90 150  57.5 233.19 24.69 12.7  2.40 14.1 7.955E-06  49.18  11.6   8.18  11.9 1.694E-10  45.38  10.9   6.63  11.3
  90 155  57.5 238.90 25.63 12.7  2.40 14.1 5.552E-06  53.54  11.7   8.20  12.0 1.137E-10  48.57  11.0   6.43  11.4
  90 160  57.5 243.03 26.38 12.7  2.47 14.0 3.929E-06  53.54  11.7   8.20  12.0 7.779E-11  51.59  11.1   6.10  11.5
  90 165  57.5 246.04 26.94 12.7  2.56 13.9 2.814E-06  57.59  11.8   8.19  12.1 5.402E-11  54.53  11.2   5.88  11.6
  90 170  57.5 248.44 27.35 12.7  2.64 13.8 2.030E-06  61.33  11.9   8.18  12.3 3.783E-11  57.61  11.2   5.65  11.7
  90 175  57.5 250.06 27.67 12.7  2.71 13.8 1.480E-06  61.33  11.9   8.18  12.3 2.680E-11  60.43  11.3   5.38  11.8
  90 180  57.5 251.24 27.87 12.7  2.76 13.7 1.089E-06  64.61  11.9   8.16  12.4 1.916E-11  63.20  11.3   5.16  12.0
  90 185  57.5 252.21 28.02 12.7  2.81 13.7 8.053E-07  67.15  12.0   8.12  12.5 1.376E-11  66.00  11.3   4.88  12.1
  90 190  57.5 252.77 28.11 12.7  2.83 13.7 6.048E-07  67.15  12.0   8.12  12.5 1.001E-11  68.35  11.3   4.67  12.2
  90 195  57.5 253.26 28.17 12.7  2.86 13.6 4.563E-07  68.85  12.0   8.04  12.6 7.312E-12  70.75  11.3   4.42  12.4
  90 200  57.5 253.58 28.19 12.7  2.87 13.6 3.486E-07  68.85  12.0   8.04  12.6 5.397E-12  72.79  11.3   4.30  12.6
  90 205  57.5 253.84 28.21 12.7  2.89 13.6 2.684E-07  69.92  12.0   7.96  12.6 4.008E-12  74.69  11.3   4.21  12.7
  90 210  57.5 254.01 28.21 12.7  2.90 13.6 2.088E-07  69.92  12.0   7.96  12.6 3.005E-12  76.31  11.3   4.30  12.9
  90 215  57.5 254.15 28.21 12.7  2.91 13.6 1.638E-07  70.04  12.0   7.83  12.7 2.270E-12  77.68  11.3   4.46  19.1
  90 220  57.5 254.24 28.21 12.7  2.92 13.6 1.300E-07  70.04  12.0   7.83  12.7 1.733E-12  78.77  11.3   4.78  19.1
  90 225  57.5 254.31 28.21 12.7  2.93 13.6 1.037E-07  69.62  12.0   7.73  12.7 1.330E-12  79.76  11.2   5.16  19.2
  90 230  57.5 254.36 28.21 12.7  2.93 13.6 8.399E-08  69.62  12.0   7.73  12.7 1.036E-12  79.76  11.2   5.16  19.2
  90 235  57.5 254.40 28.21 12.7  2.93 13.6 6.801E-08  69.62  12.0   7.73  12.7 8.069E-13  79.76  11.2   5.16  19.2
  90 240  57.5 254.43 28.21 12.7  2.93 13.6 5.602E-08  69.62  12.0   7.73  12.7 6.410E-13  79.76  11.2   5.16  19.2
  90  80  62.5 141.13 14.09 14.6  4.83 20.3 3.046E-02   9.18  27.9   5.70  14.3 1.140E-06  14.26  28.1   8.48  14.7
  90  85  62.5 137.20 12.74 14.6  7.70 20.3 1.580E-02   4.08  10.5   3.42  15.6 6.088E-07   7.28  28.1   7.74  14.7
  90  90  62.5 132.05  9.31 14.2  7.68 20.8 8.001E-03   7.64  12.7   2.53  18.0 3.193E-07   3.07  10.8   4.25  15.8
  90  95  62.5 127.96  6.10 12.9  5.38 21.4 3.957E-03  14.42  13.2   6.45  20.0 1.622E-07   8.86  13.6   4.03  18.8
  90 100  62.5 126.20  5.17 10.7  3.28 22.4 1.923E-03  16.81  13.1   7.88  20.3 7.974E-08  13.03  13.7   6.84  19.9
  90 105  62.5 125.97  6.19 33.2  2.93 11.9 9.303E-04  18.70  12.9   8.64  20.5 3.863E-08  15.59  13.4   8.50  20.4
  90 110  62.5 129.13  7.93 32.6  4.27 12.9 4.533E-04  21.83  12.2   8.50  20.9 1.838E-08  17.59  12.8   9.30  20.8
  90 115  62.5 138.82  9.81 32.9  6.09 13.5 2.281E-04  23.33  11.7   7.64  21.2 8.614E-09  19.88  11.9   9.37  21.2
  90 120  62.5 155.14 10.98 33.8  6.69 14.1 1.218E-04  25.17  11.4   6.41  21.7 4.120E-09  23.49  11.2   8.76  21.9
  90 125  62.5 174.86 12.25 10.8  6.43 14.7 7.041E-05  30.10  11.0   4.26  11.2 2.102E-09  27.52  10.8   7.97  22.6
  90 130  62.5 193.87 13.90 11.5  6.10 15.2 4.330E-05  33.16  11.0   4.12  12.4 1.156E-09  30.82  10.6   7.22  11.1
  90 135  62.5 210.10 15.50 11.9  5.93 15.7 2.797E-05  33.16  11.0   4.12  12.4 6.825E-10  33.48  10.6   6.47  11.6
  90 140  62.5 222.98 16.80 12.1  5.76 15.9 1.872E-05  36.40  11.0   4.53  13.1 4.256E-10  35.80  10.7   5.85  12.0
  90 145  62.5 233.24 17.80 12.2  5.63 16.0 1.281E-05  39.84  11.1   5.12  13.6 2.750E-10  38.08  10.8   5.49  12.4
  90 150  62.5 241.42 18.55 12.2  5.49 16.0 8.913E-06  43.10  11.2   5.72  13.9 1.824E-10  40.37  10.9   5.26  12.8
  90 155  62.5 247.59 19.09 12.2  5.32 16.0 6.298E-06  43.10  11.2   5.72  13.9 1.239E-10  42.53  10.9   5.25  13.1
  90 160  62.5 252.00 19.50 12.2  5.22 15.9 4.515E-06  46.22  11.3   6.31  14.1 8.590E-11  44.48  11.0   5.24  13.4
  90 165  62.5 255.59 19.82 12.2  5.16 15.8 3.262E-06  48.98  11.3   6.88  14.3 6.015E-11  46.51  11.0   5.35  13.7
  90 170  62.5 258.16 20.10 12.2  5.11 15.8 2.380E-06  48.98  11.3   6.88  14.3 4.264E-11  48.39  11.0   5.54  13.9
  90 175  62.5 259.94 20.30 12.2  5.08 15.7 1.754E-06  51.48  11.4   7.45  14.5 3.057E-11  50.11  11.1   5.67  14.1
  90 180  62.5 261.40 20.45 12.2  5.06 15.6 1.298E-06  53.47  11.4   7.97  14.6 2.202E-11  51.91  11.1   5.90  14.4
  90 185  62.5 262.28 20.55 12.2  5.04 15.6 9.733E-07  53.47  11.4   7.97  14.6 1.605E-11  53.40  11.1   6.07  14.6
  90 190  62.5 263.01 20.61 12.2  5.02 15.6 7.337E-07  54.89  11.5   8.44  14.7 1.175E-11  54.90  11.1   6.31  14.8
  90 195  62.5 263.50 20.65 12.2  5.01 15.6 5.584E-07  54.89  11.5   8.44  14.7 8.669E-12  56.23  11.1   6.52  15.1
  90 200  62.5 263.87 20.67 12.2  4.99 15.5 4.287E-07  55.75  11.5   8.85  14.8 6.443E-12  57.40  11.1   6.81  15.4
  90 205  62.5 264.14 20.68 12.2  4.98 15.5 3.316E-07  55.75  11.5   8.85  14.8 4.819E-12  58.48  11.1   7.12  15.8
  90 210  62.5 264.33 20.68 12.2  4.97 15.5 2.592E-07  55.97  11.5   9.18  14.9 3.637E-12  59.31  11.1   7.52  16.1
  90 215  62.5 264.47 20.68 12.2  4.96 15.5 2.042E-07  55.97  11.5   9.18  14.9 2.762E-12  60.04  11.1   7.96  16.4
  90 220  62.5 264.58 20.67 12.2  4.95 15.5 1.623E-07  55.62  11.5   9.44  15.0 2.116E-12  60.61  11.1   8.43  16.6
