  Ls Hgt   Lat  TA0K   TA1K  Tp1  TA2K  Tp2  Pa0Nm2     PA1% Pp1Hr   PA2% Pp2Hr  DA0kgm3    DA1% Dp1Hr   DA2% Dp2Hr
 240 210  32.5 279.35 79.57 11.4 20.63 20.4 6.533E-07  54.64  33.9  34.66  22.2 8.231E-12  57.59  10.1  33.90  22.1
 240 215  32.5 279.81 79.89 11.4 20.71 20.4 5.255E-07  54.64  33.9  34.66  22.2 6.385E-12  60.08  10.0  35.31  22.2
 240 220  32.5 280.13 80.15 11.4 20.78 20.4 4.279E-07  55.37  33.8  35.43  22.2 5.029E-12  61.46  10.0  36.44  22.2
 240 225  32.5 280.39 80.33 11.4 20.83 20.4 3.503E-07  55.37  33.8  35.43  22.2 3.989E-12  62.44  34.0  37.49  22.3
 240 230  32.5 280.63 80.47 11.4 20.87 20.4 2.877E-07  55.28  33.7  36.45  22.3 3.177E-12  62.85  33.9  38.85  22.3
 240 235  32.5 280.77 80.58 11.4 20.90 20.4 2.393E-07  55.28  33.7  36.45  22.3 2.578E-12  62.15  33.9  39.61  22.4
 240 240  32.5 280.91 80.65 11.4 20.92 20.4 1.991E-07  55.28  33.7  36.45  22.3 2.092E-12  61.72  33.8  40.45  22.4
 240  80  37.5 142.24  9.60 11.6  8.36 16.7 1.031E-01  10.72  25.1  16.06  21.0 3.816E-06  13.31  24.2  17.89  21.3
 240  85  37.5 139.92  9.60 11.6  8.36 16.7 5.396E-02  10.72  25.1  16.06  21.0 2.038E-06  13.31  24.2  17.89  21.3
 240  90  37.5 134.96  7.90 12.1 11.53 15.6 2.778E-02   5.45  27.5  12.87  20.2 1.088E-06   7.82  25.7  18.63  20.9
 240  95  37.5 128.09  5.16 14.4 15.76 14.6 1.383E-02   4.17  29.3   9.32  19.6 5.711E-07   6.25  29.4  17.36  20.2
 240 100  37.5 122.54  3.65 16.8 18.83 13.9 6.650E-03   3.07  30.6   5.18  18.2 2.876E-07   5.25  31.4  10.94  19.5
 240 105  37.5 122.02  2.08 25.6 16.58 13.5 3.130E-03   2.39  18.2  12.49  14.6 1.362E-07   3.08  14.2   6.04  16.0
 240 110  37.5 124.40  6.92 26.0 10.76 12.4 1.488E-03   2.52  18.5  18.37  14.2 6.353E-08   3.94  15.1  18.74  14.7
 240 115  37.5 128.72 12.06 24.4 13.40 22.2 7.235E-04   6.88  26.3  25.29  13.6 2.980E-08   2.68  31.6  26.49  14.3
 240 120  37.5 136.91 14.86 24.4 19.66 21.3 3.630E-04  11.17  25.8  26.42  13.2 1.402E-08   3.46  25.9  26.72  13.8
 240 125  37.5 149.83  9.69 25.9 22.61 20.9 1.922E-04  20.27  25.5  24.50  12.3 6.742E-09  15.31  24.5  24.80  12.9
 240 130  37.5 167.01  6.89 32.9 21.66 20.6 1.091E-04  22.07  25.8  23.06  11.8 3.398E-09  27.26  24.7  25.62  12.1
 240 135  37.5 186.03 19.41 11.1 19.84 20.3 6.578E-05  20.95  26.3  22.33  11.4 1.818E-09  33.36  24.8  27.44  11.6
 240 140  37.5 204.47 31.24 11.5 18.49 20.2 4.183E-05  18.08  27.3  22.51  11.0 1.039E-09  33.26  25.0  27.48  11.3
 240 145  37.5 220.58 40.42 11.6 17.77 20.1 2.780E-05  18.08  27.3  22.51  11.0 6.324E-10  28.97  25.2  26.26  11.1
 240 150  37.5 233.36 47.57 11.6 17.46 20.0 1.915E-05  15.79  28.8  23.39  22.7 4.062E-10  23.12  25.7  24.28  22.8
 240 155  37.5 243.86 53.33 11.6 17.32 20.1 1.346E-05  16.56  30.7  24.56  22.5 2.688E-10  17.62  26.5  22.81  22.6
 240 160  37.5 252.56 57.57 11.6 17.54 20.1 9.612E-06  20.83  32.2  25.83  22.3 1.819E-10  13.44  27.9  22.15  22.4
 240 165  37.5 258.66 61.16 11.6 17.73 20.1 7.018E-06  20.83  32.2  25.83  22.3 1.268E-10  12.32  29.9  21.67  22.2
 240 170  37.5 263.76 63.85 11.5 18.02 20.1 5.177E-06  26.79  33.0  27.07  22.2 8.956E-11  14.62  31.6  21.82  22.1
 240 175  37.5 267.80 66.09 11.5 18.37 20.1 3.859E-06  26.79  33.0  27.07  22.2 6.404E-11  18.74  32.7  22.23  22.0
 240 180  37.5 270.65 67.85 11.5 18.65 20.1 2.919E-06  32.78  33.5  28.24  22.2 4.656E-11  23.34  33.3  22.95  21.9
 240 185  37.5 273.18 69.31 11.5 18.98 20.2 2.217E-06  32.78  33.5  28.24  22.2 3.400E-11  28.09  33.6  23.83  21.9
 240 190  37.5 274.69 70.44 11.4 19.20 20.2 1.715E-06  37.72  33.7  29.23  22.1 2.530E-11  32.35  33.8  24.77  21.9
 240 195  37.5 276.15 71.36 11.4 19.44 20.2 1.327E-06  41.06  33.7  30.06  22.2 1.885E-11  36.45  33.9  25.92  22.0
 240 200  37.5 276.99 72.04 11.4 19.59 20.2 1.047E-06  41.06  33.7  30.06  22.2 1.431E-11  39.77  33.9  26.96  22.0
 240 205  37.5 277.84 72.57 11.4 19.75 20.2 8.252E-07  41.06  33.7  30.06  22.2 1.087E-11  42.90  33.9  28.22  22.1
 240 210  37.5 278.35 72.97 11.4 19.85 20.2 6.617E-07  42.74  33.6  30.88  22.2 8.408E-12  45.07  33.9  29.26  22.1
 240 215  37.5 278.83 73.27 11.4 19.94 20.2 5.314E-07  42.74  33.6  30.88  22.2 6.516E-12  46.99  33.9  30.42  22.2
 240 220  37.5 279.17 73.50 11.4 20.02 20.2 4.315E-07  43.10  33.4  31.81  22.3 5.121E-12  48.04  33.8  31.33  22.2
 240 225  37.5 279.44 73.67 11.4 20.07 20.2 3.527E-07  43.10  33.4  31.81  22.3 4.058E-12  48.64  33.8  32.30  22.3
 240 230  37.5 279.69 73.80 11.4 20.12 20.2 2.890E-07  42.89  33.2  32.93  22.4 3.227E-12  48.86  33.7  33.37  22.4
 240 235  37.5 279.84 73.90 11.4 20.16 20.2 2.400E-07  42.89  33.2  32.93  22.4 2.613E-12  48.09  33.6  34.13  22.4
 240 240  37.5 279.99 73.97 11.4 20.19 20.2 1.993E-07  42.89  33.2  32.93  22.4 2.116E-12  47.46  33.5  35.02  22.5
 240  80  42.5 146.72  7.22 11.6 10.76 16.8 1.028E-01  11.51  25.2  16.02  21.2 3.686E-06  13.12  24.5  19.07  21.5
 240  85  42.5 143.97  7.22 11.6 10.76 16.8 5.478E-02  11.51  25.2  16.02  21.2 2.010E-06  13.12  24.5  19.07  21.5
 240  90  42.5 138.86  6.56 12.3 13.78 15.8 2.878E-02   7.51  26.9  12.43  20.2 1.095E-06   9.33  25.8  19.09  20.9
 240  95  42.5 131.12  5.32 15.4 17.62 14.7 1.456E-02   5.78  27.3   9.01  19.3 5.881E-07   7.71  28.3  17.34  20.2
 240 100  42.5 125.26  4.39 17.5 20.60 14.0 7.108E-03   3.88  26.9   6.14  17.7 3.010E-07   5.00  29.2  11.06  19.3
 240 105  42.5 124.88  2.58 24.6 17.30 13.6 3.403E-03   3.15  23.3  15.49  14.7 1.445E-07   1.69  18.1   8.44  15.9
 240 110  42.5 127.47  7.33 25.4 10.51 12.2 1.649E-03   4.59  24.1  21.18  14.3 6.844E-08   2.74  18.1  21.35  14.8
 240 115  42.5 130.33 11.37 24.2 13.21 22.1 8.133E-04  10.93  25.1  26.69  13.7 3.289E-08   2.47  25.0  27.66  14.4
 240 120  42.5 136.48 12.66 24.6 17.77 21.1 4.103E-04  14.91  25.0  26.32  13.3 1.583E-08   7.87  23.9  26.93  13.8
 240 125  42.5 147.07  8.82 26.5 20.00 20.6 2.156E-04  19.33  25.1  24.49  13.0 7.702E-09  17.67  24.3  24.59  13.1
 240 130  42.5 161.96  6.87 32.5 19.71 20.3 1.197E-04  24.05  25.5  18.58  12.1 3.851E-09  27.63  24.7  23.04  12.5
 240 135  42.5 179.94 16.86 11.1 18.66 20.1 7.103E-05  22.76  25.9  17.12  11.5 2.029E-09  32.70  24.9  21.64  12.0
 240 140  42.5 198.04 27.02 11.6 17.86 20.1 4.444E-05  22.76  25.9  17.12  11.5 1.139E-09  32.51  25.1  19.79  11.6
 240 145  42.5 213.94 35.19 11.7 17.54 20.0 2.923E-05  19.52  26.5  17.14  23.0 6.853E-10  28.73  25.3  17.97  11.2
 240 150  42.5 227.15 41.53 11.7 17.51 20.0 1.986E-05  15.99  27.6  18.17  22.6 4.323E-10  23.74  25.6  16.71  22.8
 240 155  42.5 238.07 46.76 11.6 17.59 20.1 1.381E-05  14.33  29.4  19.62  22.3 2.820E-10  18.83  26.1  16.34  22.4
 240 160  42.5 247.12 50.74 11.6 17.91 20.1 9.768E-06  16.08  31.1  21.18  22.2 1.886E-10  14.39  26.9  16.83  22.2
 240 165  42.5 253.44 54.01 11.6 18.27 20.1 7.084E-06  16.08  31.1  21.18  22.2 1.304E-10  11.49  28.4  17.21  21.9
 240 170  42.5 258.78 56.53 11.5 18.65 20.2 5.188E-06  20.27  32.3  22.75  22.1 9.127E-11  11.30  30.2  18.00  21.8
 240 175  42.5 263.01 58.57 11.5 19.07 20.2 3.843E-06  20.27  32.3  22.75  22.1 6.479E-11  13.36  31.6  18.92  21.8
 240 180  42.5 265.99 60.20 11.5 19.45 20.2 2.893E-06  24.97  32.9  24.16  22.1 4.683E-11  16.64  32.5  19.77  21.7
 240 185  42.5 268.64 61.50 11.4 19.82 20.2 2.186E-06  29.03  33.1  25.43  22.1 3.402E-11  20.35  33.0  20.74  21.8
 240 190  42.5 270.22 62.55 11.4 20.11 20.2 1.684E-06  29.03  33.1  25.43  22.1 2.522E-11  23.79  33.2  21.63  21.8
 240 195  42.5 271.73 63.37 11.4 20.37 20.2 1.299E-06  31.83  33.1  26.58  22.2 1.873E-11  27.22  33.4  22.58  21.9
 240 200  42.5 272.65 63.98 11.4 20.56 20.2 1.020E-06  31.83  33.1  26.58  22.2 1.417E-11  29.97  33.4  23.53  21.9
 240 205  42.5 273.55 64.47 11.4 20.74 20.2 8.010E-07  33.40  33.0  27.82  22.3 1.073E-11  32.57  33.5  24.54  22.0
 240 210  42.5 274.08 64.82 11.4 20.86 20.2 6.401E-07  33.40  33.0  27.82  22.3 8.292E-12  34.33  33.4  25.39  22.1
 240 215  42.5 274.61 65.11 11.4 20.98 20.2 5.115E-07  33.40  33.0  27.82  22.3 6.408E-12  35.85  33.4  26.48  22.2
 240 220  42.5 274.95 65.31 11.4 21.07 20.2 4.146E-07  33.99  32.7  29.23  22.4 5.038E-12  36.72  33.3  27.18  22.3
 240 225  42.5 275.25 65.46 11.3 21.14 20.2 3.372E-07  33.99  32.7  29.23  22.4 3.976E-12  37.08  33.2  28.32  22.4
 240 230  42.5 275.50 65.58 11.3 21.20 20.2 2.759E-07  34.32  32.3  30.88  22.5 3.162E-12  37.28  33.1  29.18  22.5
 240 235  42.5 275.67 65.67 11.3 21.25 20.2 2.280E-07  34.32  32.3  30.88  22.5 2.544E-12  36.93  32.9  29.97  22.5
 240 240  42.5 275.84 65.74 11.3 21.28 20.2 1.884E-07  34.32  32.3  30.88  22.5 2.047E-12  36.45  32.7  31.14  22.6
 240  80  47.5 155.76  3.69 15.7 14.43 17.1 1.013E-01  11.44  25.1  15.17  21.0 3.434E-06  11.25  24.8  18.67  21.5
 240  85  47.5 150.82  3.69 15.7 14.43 17.1 5.576E-02  11.44  25.1  15.17  21.0 1.952E-06  11.25  24.8  18.67  21.5
 240  90  47.5 143.88  4.86 13.6 17.46 16.0 3.009E-02  10.59  25.7  14.80  20.4 1.107E-06  10.69  25.4  20.00  20.8
 240  95  47.5 134.39  6.71 16.3 20.38 14.9 1.551E-02   8.49  25.8  11.90  18.6 6.131E-07   9.52  27.0  18.73  19.9
 240 100  47.5 127.90  5.70 17.6 22.30 14.2 7.682E-03   7.33  24.9  11.78  17.2 3.190E-07   6.45  26.6  14.21  18.8
 240 105  47.5 127.29  2.59 24.1 17.64 13.6 3.732E-03   7.83  22.9  19.71  15.3 1.552E-07   5.64  21.0  14.39  16.4
 240 110  47.5 129.34  7.22 26.0 10.37 12.2 1.835E-03   9.11  23.4  23.82  14.8 7.484E-08   6.75  20.6  24.51  15.3
 240 115  47.5 130.32  8.85 25.3 11.40 22.1 9.106E-04  11.50  24.1  25.94  14.5 3.668E-08   7.48  23.0  28.97  14.8
 240 120  47.5 134.77  9.44 25.9 15.23 21.1 4.573E-04  17.09  24.7  23.62  13.9 1.783E-08  11.27  23.8  27.47  14.3
 240 125  47.5 143.53  8.48 27.4 18.04 20.6 2.379E-04  20.38  24.9  19.85  13.6 8.707E-09  17.43  24.5  23.34  13.8
 240 130  47.5 156.34  6.73 31.5 18.78 20.4 1.298E-04  23.35  25.1  15.33  13.3 4.332E-09  24.93  25.0  18.31  13.4
 240 135  47.5 172.67 13.15 10.8 18.43 20.3 7.510E-05  24.62  25.4  11.19  12.7 2.239E-09  29.77  25.3  13.73  13.0
 240 140  47.5 190.08 21.98 11.5 18.06 20.3 4.611E-05  23.78  25.7   9.19  11.6 1.232E-09  30.33  25.4   9.87  12.5
 240 145  47.5 206.02 29.60 11.7 17.96 20.3 2.978E-05  21.07  26.2  10.11  22.7 7.235E-10  27.87  25.5   7.70  11.2
 240 150  47.5 219.51 35.53 11.7 18.11 20.3 1.994E-05  17.69  27.0  12.23  22.2 4.473E-10  24.01  25.7   8.55  22.1
 240 155  47.5 230.69 40.44 11.6 18.39 20.3 1.371E-05  15.15  28.3  14.48  22.0 2.871E-10  20.13  26.1  10.19  21.7
 240 160  47.5 239.93 44.37 11.6 18.80 20.3 9.613E-06  14.99  29.8  16.56  21.9 1.894E-10  16.59  26.6  12.00  21.5
 240 165  47.5 246.55 47.38 11.5 19.31 20.3 6.912E-06  14.99  29.8  16.56  21.9 1.294E-10  13.73  27.5  13.33  21.4
 240 170  47.5 251.95 49.82 11.5 19.80 20.3 5.035E-06  17.23  31.1  18.40  21.9 8.984E-11  12.38  28.8  14.60  21.3
 240 175  47.5 256.40 51.70 11.5 20.27 20.3 3.705E-06  17.23  31.1  18.40  21.9 6.320E-11  12.81  30.0  15.81  21.4
 240 180  47.5 259.34 53.23 11.4 20.77 20.3 2.780E-06  20.50  31.7  19.97  21.9 4.552E-11  14.47  30.9  16.56  21.4
 240 185  47.5 261.97 54.38 11.4 21.14 20.3 2.096E-06  23.68  32.0  21.39  22.0 3.298E-11  16.82  31.6  17.54  21.5
 240 190  47.5 263.66 55.34 11.4 21.51 20.3 1.606E-06  23.68  32.0  21.39  22.0 2.435E-11  19.29  31.9  18.17  21.6
 240 195  47.5 265.14 56.04 11.4 21.77 20.3 1.238E-06  26.22  32.0  22.81  22.2 1.809E-11  21.78  32.2  19.01  21.8
 240 200  47.5 266.14 56.59 11.3 22.01 20.3 9.663E-07  26.22  32.0  22.81  22.2 1.365E-11  23.90  32.3  19.68  21.9
 240 205  47.5 267.02 57.00 11.3 22.18 20.3 7.581E-07  28.16  31.7  24.51  22.4 1.036E-11  25.84  32.3  20.56  22.0
 240 210  47.5 267.60 57.31 11.3 22.34 20.3 6.024E-07  28.16  31.7  24.51  22.4 7.979E-12  27.28  32.3  21.30  22.2
 240 215  47.5 268.16 57.55 11.3 22.45 20.3 4.794E-07  29.72  31.4  26.59  22.6 6.159E-12  28.54  32.2  22.40  22.3
 240 220  47.5 268.49 57.71 11.3 22.55 20.3 3.873E-07  29.72  31.4  26.59  22.6 4.833E-12  29.43  32.1  23.09  22.4
 240 225  47.5 268.83 57.85 11.3 22.63 20.3 3.129E-07  29.72  31.4  26.59  22.6 3.793E-12  29.96  31.9  24.38  22.6
 240 230  47.5 269.06 57.94 11.3 22.69 20.3 2.558E-07  31.26  31.0  28.93  22.8 3.014E-12  30.36  31.7  25.40  22.7
 240 235  47.5 269.25 58.01 11.3 22.75 20.3 2.099E-07  31.26  31.0  28.93  22.8 2.404E-12  30.64  31.5  26.48  22.8
 240 240  47.5 269.42 58.07 11.3 22.79 20.3 1.728E-07  32.91  30.6  31.18  22.8 1.925E-12  30.79  31.3  27.83  22.8
 240  80  52.5 165.09 12.04 21.1 18.04 17.6 9.802E-02   7.22  24.6  12.64  20.9 3.153E-06   5.15  24.9  17.30  21.7
 240  85  52.5 158.63  4.44 21.1 18.63 17.6 5.580E-02  12.15  24.6  14.62  20.9 1.859E-06  10.66  24.9  17.94  21.7
 240  90  52.5 148.64  4.41 16.6 21.22 16.2 3.089E-02  13.31  24.9  16.29  20.2 1.102E-06  13.07  24.7  21.46  20.7
 240  95  52.5 136.95  8.78 17.1 22.88 15.1 1.619E-02  13.72  24.4  16.33  18.4 6.295E-07  12.54  25.4  21.34  19.7
 240 100  52.5 130.03  6.86 17.6 22.90 14.3 8.102E-03  13.72  23.5  17.27  17.3 3.313E-07  10.88  24.0  19.21  18.5
 240 105  52.5 129.28  2.10 24.8 17.53 13.5 3.980E-03  14.11  22.7  19.62  16.4 1.631E-07  13.24  21.4  19.90  16.8
 240 110  52.5 129.95  7.24 27.7 10.49 12.3 1.976E-03  15.56  23.0  25.39  15.3 8.018E-08  14.39  21.4  25.49  15.7
 240 115  52.5 129.46  7.54 27.8  9.28 22.3 9.786E-04  17.00  23.6  26.01  14.9 3.969E-08  14.35  22.9  28.73  15.1
 240 120  52.5 132.78  8.06 27.7 13.16 21.1 4.878E-04  19.14  24.5  21.39  14.5 1.929E-08  15.46  23.9  27.62  14.7
 240 125  52.5 140.28  8.51 28.1 16.74 20.7 2.508E-04  21.45  24.9  16.86  14.3 9.382E-09  18.80  24.8  23.10  14.3
 240 130  52.5 151.74  6.07 30.5 18.45 20.5 1.348E-04  23.86  25.2  11.49  14.2 4.631E-09  24.70  25.4  16.84  14.2
 240 135  52.5 167.19  9.57 10.7 18.78 20.5 7.660E-05  25.36  25.5   6.22  13.8 2.357E-09  29.26  25.7  10.54  14.2
 240 140  52.5 184.46 17.16 11.6 18.57 20.5 4.635E-05  24.92  25.7   3.17  11.0 1.271E-09  30.04  25.7   4.97  14.4
 240 145  52.5 200.66 23.96 11.7 18.26 20.5 2.958E-05  23.04  26.1   5.98  21.7 7.327E-10  28.31  25.8   3.26  20.9
 240 150  52.5 214.45 29.38 11.7 18.15 20.5 1.964E-05  20.41  26.6   9.02  21.5 4.468E-10  25.51  25.9   5.92  20.6
 240 155  52.5 225.85 33.86 11.6 18.26 20.5 1.342E-05  18.07  27.4  11.57  21.4 2.840E-10  22.75  26.1   8.60  20.6
 240 160  52.5 235.22 37.59 11.5 18.62 20.5 9.368E-06  16.99  28.4  13.62  21.5 1.861E-10  20.34  26.4  10.63  20.6
 240 165  52.5 242.10 40.40 11.5 19.04 20.5 6.703E-06  16.99  28.4  13.62  21.5 1.263E-10  18.15  26.9  12.04  20.7
 240 170  52.5 247.50 42.68 11.4 19.49 20.4 4.872E-06  17.66  29.3  15.30  21.6 8.749E-11  16.65  27.6  13.10  20.8
 240 175  52.5 252.05 44.48 11.4 19.95 20.4 3.574E-06  19.54  29.9  16.72  21.9 6.136E-11  16.25  28.3  13.91  20.9
 240 180  52.5 254.99 45.84 11.3 20.40 20.4 2.675E-06  19.54  29.9  16.72  21.9 4.414E-11  16.49  29.0  14.32  21.1
 240 185  52.5 257.55 46.91 11.3 20.74 20.4 2.015E-06  21.95  30.2  18.11  22.1 3.199E-11  17.45  29.5  14.83  21.2
 240 190  52.5 259.31 47.74 11.3 21.08 20.4 1.539E-06  21.95  30.2  18.11  22.1 2.356E-11  18.75  29.9  15.12  21.4
 240 195  52.5 260.74 48.35 11.3 21.31 20.4 1.185E-06  24.58  30.1  19.84  22.4 1.752E-11  20.24  30.2  15.55  21.6
 240 200  52.5 261.78 48.84 11.3 21.53 20.4 9.215E-07  24.58  30.1  19.84  22.4 1.317E-11  21.75  30.3  15.96  21.9
 240 205  52.5 262.62 49.19 11.2 21.68 20.4 7.225E-07  27.31  29.9  22.11  22.7 1.000E-11  23.17  30.4  16.58  22.1
 240 210  52.5 263.23 49.45 11.2 21.82 20.4 5.716E-07  27.31  29.9  22.11  22.7 7.680E-12  24.49  30.3  17.26  22.3
 240 215  52.5 263.76 49.65 11.2 21.92 20.4 4.548E-07  30.14  29.6  24.83  22.9 5.929E-12  25.74  30.2  18.35  22.5
 240 220  52.5 264.11 49.79 11.2 22.01 20.4 3.658E-07  30.14  29.6  24.83  22.9 4.627E-12  26.89  30.1  19.24  22.7
 240 225  52.5 264.46 49.90 11.2 22.08 20.4 2.945E-07  32.99  29.3  27.67  11.1 3.613E-12  28.03  29.9  20.74  22.9
 240 230  52.5 264.67 49.98 11.2 22.13 20.4 2.406E-07  32.99  29.3  27.67  11.1 2.865E-12  28.99  29.8  21.93  23.0
 240 235  52.5 264.87 50.03 11.2 22.18 20.4 1.966E-07  32.99  29.3  27.67  11.1 2.272E-12  29.96  29.6  23.41  11.1
 240 240  52.5 265.03 50.08 11.2 22.22 20.4 1.619E-07  35.73  29.1  30.23  11.1 1.820E-12  30.98  29.3  24.86  11.2
 240  80  57.5 173.46 15.83 24.1 19.32 17.8 9.026E-02   3.98  25.4   9.74  20.8 2.763E-06   3.64  25.7  14.58  21.8
 240  85  57.5 164.58  8.13 24.1 19.50 17.8 5.272E-02  10.08  25.4  12.55  20.8 1.692E-06   8.46  25.7  16.10  21.8
 240  90  57.5 151.34  4.96 20.2 22.32 16.4 2.965E-02  13.41  25.4  15.97  20.1 1.038E-06  13.10  25.8  21.07  20.7
 240  95  57.5 138.93 10.11 18.3 22.92 15.2 1.565E-02  16.21  24.6  17.87  18.3 5.992E-07  14.32  26.0  22.70  19.6
 240 100  57.5 132.38  7.88 18.4 22.38 14.2 7.916E-03  16.87  23.8  19.04  17.4 3.181E-07  13.34  24.2  22.32  18.4
 240 105  57.5 131.15  2.03 24.9 17.67 13.4 3.946E-03  18.02  23.0  22.82  15.9 1.597E-07  17.06  22.0  22.06  17.0
 240 110  57.5 129.77  7.46 29.0 10.33 12.4 1.966E-03  19.08  23.4  24.92  15.4 8.007E-08  18.99  22.1  24.97  15.8
 240 115  57.5 128.73  7.59 29.8  8.27 22.3 9.697E-04  19.68  23.9  25.29  15.0 3.964E-08  19.10  23.4  28.68  15.1
 240 120  57.5 131.94  7.25 28.8 12.63 21.1 4.816E-04  19.66  25.0  20.13  14.7 1.920E-08  18.60  24.5  28.24  14.7
 240 125  57.5 139.04  7.29 28.0 16.85 20.6 2.465E-04  21.46  25.4  15.54  14.6 9.300E-09  20.72  25.4  23.97  14.5
 240 130  57.5 150.69  4.26 28.8 19.26 20.4 1.317E-04  23.55  25.6   9.96  14.5 4.557E-09  25.52  25.9  17.04  14.5
 240 135  57.5 166.70  4.92 11.3 19.29 20.4 7.476E-05  24.94  25.8   4.13  14.4 2.302E-09  28.99  26.1   9.32  14.8
 240 140  57.5 184.34 10.44 12.0 18.14 20.4 4.522E-05  25.30  25.9   1.31  21.5 1.237E-09  29.73  26.1   4.12  16.4
 240 145  57.5 200.65 15.61 11.8 16.99 20.5 2.888E-05  24.69  26.0   5.24  20.8 7.137E-10  28.96  26.1   4.88  18.8
 240 150  57.5 214.41 20.12 11.7 16.22 20.5 1.918E-05  23.66  26.3   8.16  20.9 4.361E-10  27.66  26.0   7.76  19.6
 240 155  57.5 225.73 23.99 11.5 15.88 20.6 1.310E-05  22.52  26.6  10.22  21.0 2.777E-10  26.35  26.1   9.95  19.9
 240 160  57.5 235.04 27.28 11.4 16.00 20.6 9.138E-06  21.79  27.1  11.75  21.2 1.824E-10  25.23  26.2  11.32  20.1
 240 165  57.5 242.07 29.81 11.3 16.20 20.6 6.515E-06  21.79  27.1  11.75  21.2 1.236E-10  23.98  26.4  12.24  20.2
 240 170  57.5 247.40 31.86 11.2 16.42 20.6 4.724E-06  21.93  27.6  13.03  21.5 8.567E-11  22.90  26.7  12.89  20.4
 240 175  57.5 251.89 33.48 11.2 16.77 20.6 3.457E-06  22.95  28.0  14.22  21.8 6.010E-11  22.39  27.0  13.21  20.6
 240 180  57.5 254.93 34.66 11.1 17.07 20.6 2.574E-06  22.95  28.0  14.22  21.8 4.306E-11  22.03  27.3  13.32  20.7
 240 185  57.5 257.41 35.61 11.1 17.33 20.6 1.934E-06  24.81  28.2  15.63  22.2 3.117E-11  22.12  27.6  13.42  21.0
 240 190  57.5 259.24 36.32 11.0 17.58 20.6 1.469E-06  24.81  28.2  15.63  22.2 2.282E-11  22.58  27.9  13.43  21.2
 240 195  57.5 260.59 36.87 11.0 17.76 20.6 1.129E-06  27.40  28.2  17.56  22.6 1.692E-11  23.21  28.1  13.45  21.4
 240 200  57.5 261.67 37.29 11.0 17.92 20.6 8.729E-07  27.40  28.2  17.56  22.6 1.264E-11  24.19  28.2  13.59  21.6
 240 205  57.5 262.44 37.59 11.0 18.04 20.6 6.840E-07  30.50  28.1  20.06  22.9 9.564E-12  25.13  28.3  13.84  21.9
 240 210  57.5 263.08 37.83 11.0 18.14 20.6 5.389E-07  30.50  28.1  20.06  22.9 7.279E-12  26.36  28.3  14.33  22.2
 240 215  57.5 263.55 38.00 11.0 18.22 20.6 4.292E-07  34.09  27.9  23.08  11.1 5.605E-12  27.61  28.3  15.12  22.4
 240 220  57.5 263.92 38.12 10.9 18.29 20.6 3.441E-07  34.09  27.9  23.08  11.1 4.349E-12  28.89  28.2  15.95  22.7
 240 225  57.5 264.24 38.22 10.9 18.34 20.6 2.775E-07  37.75  27.7  26.09  11.3 3.396E-12  30.45  28.1  17.30  22.9
 240 230  57.5 264.45 38.29 10.9 18.39 20.6 2.264E-07  37.75  27.7  26.09  11.3 2.686E-12  31.86  27.9  18.48  11.1
 240 235  57.5 264.66 38.33 10.9 18.42 20.6 1.847E-07  37.75  27.7  26.09  11.3 2.125E-12  33.44  27.8  19.99  11.3
 240 240  57.5 264.79 38.37 10.9 18.45 20.6 1.527E-07  41.26  27.6  28.72  11.3 1.706E-12  35.16  27.7  21.48  11.4
 240  80  62.5 181.96 21.12 26.6 16.89 18.2 8.103E-02   1.80  27.7   5.61  20.8 2.360E-06   5.76  28.2   8.37  21.8
 240  85  62.5 168.69 12.48 26.6 16.20 18.2 4.825E-02  11.69  27.1  12.98  20.2 1.506E-06   4.67  28.2  12.04  21.8
 240  90  62.5 153.34  7.18 22.7 19.27 16.5 2.719E-02  15.26  26.7  14.52  19.3 9.368E-07  12.44  28.1  18.44  20.8
 240  95  62.5 141.61 11.40 19.9 20.43 15.1 1.452E-02  15.94  25.7  15.17  18.4 5.447E-07  15.35  28.0  21.42  19.6
 240 100  62.5 134.68  8.93 19.8 21.59 14.0 7.454E-03  17.20  24.8  16.01  17.4 2.947E-07  13.33  25.8  20.56  18.5
 240 105  62.5 132.10  2.78 24.5 18.33 13.2 3.750E-03  19.60  23.8  19.55  15.6 1.512E-07  16.50  23.2  18.98  16.9
 240 110  62.5 129.81  6.92 29.3 10.25 12.3 1.871E-03  20.83  24.0  22.54  15.1 7.652E-08  20.07  23.2  23.08  15.4
 240 115  62.5 129.23  6.41 30.0  9.32 22.0 9.226E-04  20.97  24.5  23.54  14.7 3.783E-08  21.65  24.3  28.51  14.8
 240 120  62.5 133.26  5.51 28.4 14.20 20.9 4.615E-04  20.84  25.4  18.92  14.3 1.827E-08  21.23  25.1  28.18  14.4
 240 125  62.5 141.47  5.74 26.6 18.68 20.3 2.382E-04  22.16  25.7  14.32  14.0 8.837E-09  22.74  25.8  23.72  14.0
 240 130  62.5 154.38  4.34 25.8 20.61 20.0 1.291E-04  23.95  25.8   8.87  13.8 4.361E-09  25.84  26.1  15.45  13.9
 240 135  62.5 170.74  3.72 17.7 19.30 20.0 7.431E-05  25.76  25.9   3.73  13.2 2.246E-09  28.26  26.2   6.44  13.9
 240 140  62.5 187.67  5.07 17.9 16.76 20.0 4.542E-05  27.36  25.8   2.69  21.1 1.233E-09  29.90  26.1   3.46  18.8
