  Ls Hgt   Lat  TA0K   TA1K  Tp1  TA2K  Tp2  Pa0Nm2     PA1% Pp1Hr   PA2% Pp2Hr  DA0kgm3    DA1% Dp1Hr   DA2% Dp2Hr
  90 225 -22.5 221.13 51.54 11.3 10.45 19.4 5.062E-08  60.63  33.8  14.94  19.1 6.307E-13  51.51  33.6  14.92  19.5
  90 230 -22.5 221.16 51.54 11.3 10.45 19.4 4.116E-08  60.63  33.8  14.94  19.1 4.961E-13  51.51  33.6  14.92  19.5
  90 235 -22.5 221.17 51.54 11.3 10.45 19.4 3.395E-08  60.63  33.8  14.94  19.1 3.993E-13  51.51  33.6  14.92  19.5
  90 240 -22.5 221.18 51.54 11.3 10.45 19.4 2.804E-08  60.63  33.8  14.94  19.1 3.222E-13  51.51  33.6  14.92  19.5
  90  80 -17.5 133.52  3.40 14.6  7.84 21.7 1.829E-02   6.05  27.4  14.32  11.2 7.178E-07   6.67  25.8  11.07  11.3
  90  85 -17.5 125.57  3.48 14.6  6.32 21.7 8.993E-03   4.33  25.9  20.14  23.0 3.752E-07   6.30  25.8  16.56  11.3
  90  90 -17.5 119.04  3.08 11.1  4.56 20.2 4.248E-03   3.02  25.1  22.08  22.8 1.868E-07   4.16  24.1  21.39  11.0
  90  95 -17.5 115.57  4.25 29.7  4.67 18.0 1.941E-03   2.94  11.4  22.67  22.5 8.790E-08   2.25  12.3  24.48  22.7
  90 100 -17.5 114.50  8.77 27.2  6.39 16.8 8.760E-04   5.47  28.7  18.49  22.3 4.016E-08   4.82  11.7  24.15  22.4
  90 105 -17.5 116.50 11.26 26.4  8.49 16.5 3.960E-04   9.57  27.8  15.24  22.2 1.792E-08   4.75  31.6  21.16  22.3
  90 110 -17.5 125.11  5.99 27.2  9.26 16.8 1.848E-04  18.32  27.0   8.01  21.7 7.785E-09  12.34  26.9  14.60  22.4
  90 115 -17.5 141.49  8.44 10.8  7.68 17.7 9.340E-05  19.91  27.1   6.02  21.0 3.472E-09  20.93  26.4   7.42  22.4
  90 120 -17.5 159.65 19.65 11.7  7.44 18.6 5.128E-05  18.81  27.5   6.13  20.2 1.686E-09  23.17  26.5   3.83  21.1
  90 125 -17.5 175.53 28.56 11.8  8.23 19.1 3.015E-05  16.70  28.6   7.49  19.8 9.000E-10  21.06  27.0   5.71  19.4
  90 130 -17.5 187.81 35.26 11.8  9.21 19.4 1.862E-05  16.20  30.4   9.17  19.7 5.164E-10  17.63  27.9   8.60  19.1
  90 135 -17.5 196.84 40.48 11.7 10.07 19.4 1.188E-05  19.75  32.1  11.00  19.6 3.113E-10  15.32  29.3  10.82  19.1
  90 140 -17.5 203.40 44.59 11.7 10.71 19.4 7.764E-06  26.43  33.2  12.85  19.6 1.941E-10  15.72  30.9  12.50  19.2
  90 145 -17.5 208.14 47.58 11.7 11.46 19.4 5.166E-06  34.76  33.8  14.74  19.5 1.240E-10  18.74  32.2  13.48  19.2
  90 150 -17.5 211.57 49.75 11.6 12.09 19.4 3.487E-06  43.37  10.1  16.47  19.5 8.062E-11  23.49  33.1  14.17  19.3
  90 155 -17.5 213.81 51.50 11.6 12.52 19.3 2.395E-06  43.37  10.1  16.47  19.5 5.339E-11  28.87  33.5  14.73  19.4
  90 160 -17.5 215.36 52.77 11.6 12.97 19.3 1.667E-06  51.71  10.3  18.03  19.4 3.584E-11  34.51  33.8  14.96  19.4
  90 165 -17.5 216.49 53.64 11.5 13.28 19.3 1.173E-06  59.13  10.4  19.27  19.3 2.430E-11  40.36  34.0  15.20  19.4
  90 170 -17.5 217.29 54.35 11.5 13.52 19.3 8.354E-07  59.13  10.4  19.27  19.3 1.664E-11  45.90  10.1  15.43  19.5
  90 175 -17.5 217.78 54.80 11.5 13.73 19.3 6.056E-07  65.17  10.4  20.10  19.2 1.158E-11  51.01  10.1  15.49  19.5
  90 180 -17.5 218.17 55.15 11.5 13.87 19.3 4.431E-07  69.57  10.4  20.53  19.1 8.126E-12  55.83  10.1  15.64  19.5
  90 185 -17.5 218.44 55.15 11.5 13.87 19.3 3.288E-07  69.57  10.4  20.53  19.1 5.775E-12  55.83  10.1  15.64  19.5
  90 190 -17.5 218.63 55.15 11.5 13.87 19.3 2.477E-07  69.57  10.4  20.53  19.1 4.164E-12  55.83  10.1  15.64  19.5
  90 195 -17.5 218.78 55.15 11.5 13.87 19.3 1.880E-07  69.57  10.4  20.53  19.1 3.026E-12  55.83  10.1  15.64  19.5
  90 200 -17.5 218.87 55.15 11.5 13.87 19.3 1.455E-07  69.57  10.4  20.53  19.1 2.241E-12  55.83  10.1  15.64  19.5
  90 205 -17.5 218.95 55.15 11.5 13.87 19.3 1.129E-07  69.57  10.4  20.53  19.1 1.666E-12  55.83  10.1  15.64  19.5
  90 210 -17.5 219.00 55.15 11.5 13.87 19.3 8.932E-08  69.57  10.4  20.53  19.1 1.265E-12  55.83  10.1  15.64  19.5
  90 215 -17.5 219.04 55.15 11.5 13.87 19.3 7.085E-08  69.57  10.4  20.53  19.1 9.634E-13  55.83  10.1  15.64  19.5
  90 220 -17.5 219.07 55.15 11.5 13.87 19.3 5.698E-08  69.57  10.4  20.53  19.1 7.467E-13  55.83  10.1  15.64  19.5
  90 225 -17.5 219.09 55.15 11.5 13.87 19.3 4.608E-08  69.57  10.4  20.53  19.1 5.828E-13  55.83  10.1  15.64  19.5
  90 230 -17.5 219.11 55.15 11.5 13.87 19.3 3.749E-08  69.57  10.4  20.53  19.1 4.595E-13  55.83  10.1  15.64  19.5
  90 235 -17.5 219.12 55.15 11.5 13.87 19.3 3.082E-08  69.57  10.4  20.53  19.1 3.687E-13  55.83  10.1  15.64  19.5
  90 240 -17.5 219.13 55.15 11.5 13.87 19.3 2.534E-08  69.57  10.4  20.53  19.1 2.958E-13  55.83  10.1  15.64  19.5
  90  80 -12.5 133.19  5.11 15.1  6.55 21.8 1.795E-02   5.21  26.4  15.11  11.4 7.065E-07   6.32  24.5  12.59  11.5
  90  85 -12.5 125.56  5.01 15.1  5.48 21.8 8.816E-03   3.60  22.9  19.80  11.2 3.679E-07   5.79  24.5  16.97  11.5
  90  90 -12.5 119.28  3.35 12.5  3.57 20.7 4.169E-03   3.27  20.5  21.46  11.1 1.829E-07   4.40  21.4  20.86  11.2
  90  95 -12.5 116.15  3.62 29.6  3.00 17.8 1.910E-03   3.82  16.5  22.35  22.8 8.599E-08   5.00  17.0  23.68  22.9
  90 100 -12.5 115.36  8.83 27.3  5.62 16.6 8.663E-04   2.59  23.0  19.00  22.7 3.937E-08   5.97  14.5  23.69  22.7
  90 105 -12.5 117.57 11.12 26.7  7.80 16.6 3.943E-04   5.18  25.7  16.07  22.8 1.767E-08   2.37  11.5  21.41  22.8
  90 110 -12.5 126.40  5.68 27.9  8.52 17.2 1.855E-04  13.84  26.4   8.69  22.7 7.729E-09   9.43  25.9  15.85  11.1
  90 115 -12.5 142.48  9.38 11.0  7.91 18.3 9.429E-05  15.00  26.6   5.99  22.3 3.486E-09  17.68  25.9   9.60  11.4
  90 120 -12.5 160.00 21.00 11.9  9.11 19.1 5.195E-05  13.47  27.3   5.31  21.5 1.710E-09  19.01  26.1   4.70  23.0
  90 125 -12.5 175.27 30.50 12.0 10.60 19.5 3.055E-05  10.96  29.0   6.33  20.9 9.177E-10  15.80  26.6   4.27  20.9
  90 130 -12.5 187.12 37.82 12.0 11.83 19.6 1.883E-05  12.08  31.8   8.16  20.5 5.276E-10  11.26  27.7   6.74  20.2
  90 135 -12.5 195.87 43.59 11.9 12.84 19.6 1.198E-05  18.38  33.5  10.31  20.3 3.180E-10   8.84  30.3   9.18  20.0
  90 140 -12.5 202.21 48.04 11.9 13.58 19.5 7.804E-06  27.45  10.3  12.66  20.2 1.981E-10  11.56  32.8  11.15  19.9
  90 145 -12.5 206.78 51.15 11.8 14.36 19.5 5.171E-06  37.49  10.7  15.02  20.0 1.263E-10  17.12  33.9  12.40  19.9
  90 150 -12.5 210.07 53.55 11.8 15.02 19.5 3.478E-06  47.71  10.9  17.36  19.9 8.193E-11  23.51  10.4  13.20  19.9
  90 155 -12.5 212.21 55.43 11.8 15.43 19.4 2.376E-06  47.71  10.9  17.36  19.9 5.407E-11  30.04  10.6  13.78  19.9
  90 160 -12.5 213.67 56.71 11.8 15.86 19.4 1.645E-06  57.48  11.0  19.54  19.8 3.615E-11  36.69  10.7  13.97  19.9
  90 165 -12.5 214.73 57.66 11.7 16.16 19.4 1.152E-06  66.34  11.0  21.45  19.7 2.441E-11  43.24  10.8  14.09  19.9
  90 170 -12.5 215.49 58.39 11.7 16.37 19.4 8.147E-07  66.34  11.0  21.45  19.7 1.664E-11  49.53  10.8  14.17  20.0
  90 175 -12.5 215.93 58.85 11.7 16.56 19.4 5.876E-07  73.63  11.0  22.92  19.6 1.152E-11  55.34  10.8  14.08  20.0
  90 180 -12.5 216.28 59.22 11.7 16.68 19.4 4.279E-07  79.38  11.0  24.00  19.4 8.045E-12  60.74  10.8  14.10  20.0
  90 185 -12.5 216.53 59.22 11.7 16.68 19.4 3.152E-07  79.38  11.0  24.00  19.4 5.676E-12  60.74  10.8  14.10  20.0
  90 190 -12.5 216.69 59.22 11.7 16.68 19.4 2.365E-07  79.38  11.0  24.00  19.4 4.074E-12  60.74  10.8  14.10  20.0
  90 195 -12.5 216.82 59.22 11.7 16.68 19.4 1.784E-07  79.38  11.0  24.00  19.4 2.939E-12  60.74  10.8  14.10  20.0
  90 200 -12.5 216.90 59.22 11.7 16.68 19.4 1.375E-07  79.38  11.0  24.00  19.4 2.167E-12  60.74  10.8  14.10  20.0
  90 205 -12.5 216.97 59.22 11.7 16.68 19.4 1.062E-07  79.38  11.0  24.00  19.4 1.602E-12  60.74  10.8  14.10  20.0
  90 210 -12.5 217.01 59.22 11.7 16.68 19.4 8.367E-08  79.38  11.0  24.00  19.4 1.211E-12  60.74  10.8  14.10  20.0
  90 215 -12.5 217.05 59.22 11.7 16.68 19.4 6.594E-08  79.38  11.0  24.00  19.4 9.156E-13  60.74  10.8  14.10  20.0
  90 220 -12.5 217.07 59.22 11.7 16.68 19.4 5.300E-08  79.38  11.0  24.00  19.4 7.085E-13  60.74  10.8  14.10  20.0
  90 225 -12.5 217.08 59.22 11.7 16.68 19.4 4.261E-08  79.38  11.0  24.00  19.4 5.483E-13  60.74  10.8  14.10  20.0
  90 230 -12.5 217.10 59.22 11.7 16.68 19.4 3.470E-08  79.38  11.0  24.00  19.4 4.327E-13  60.74  10.8  14.10  20.0
  90 235 -12.5 217.10 59.22 11.7 16.68 19.4 2.839E-08  79.38  11.0  24.00  19.4 3.438E-13  60.74  10.8  14.10  20.0
  90 240 -12.5 217.11 59.22 11.7 16.68 19.4 2.332E-08  79.38  11.0  24.00  19.4 2.745E-13  60.74  10.8  14.10  20.0
  90  80  -7.5 132.72  6.13 15.1  5.39 22.2 1.765E-02   3.36  23.9  16.75  11.5 6.975E-07   5.94  24.0  12.68  11.6
  90  85  -7.5 125.52  6.03 15.1  4.86 22.2 8.662E-03   3.22  20.6  18.60  11.4 3.617E-07   4.75  24.0  16.06  11.6
  90  90  -7.5 119.59  3.79 13.3  3.11 21.5 4.102E-03   4.46  18.2  20.17  11.3 1.795E-07   4.33  19.4  19.34  11.4
  90  95  -7.5 116.68  2.87 29.7  1.25 17.3 1.885E-03   6.74  16.4  21.79  11.1 8.445E-08   7.09  16.3  22.40  11.1
  90 100  -7.5 116.07  8.14 27.3  4.54 16.4 8.584E-04   3.82  17.1  19.88  11.1 3.873E-08   8.13  15.0  23.36  11.0
  90 105  -7.5 118.96 10.26 26.8  6.68 16.8 3.934E-04   2.61  21.5  17.50  11.2 1.740E-08   3.65  14.4  22.21  11.1
  90 110  -7.5 128.39  5.02 28.0  7.46 17.7 1.868E-04   8.96  25.8  10.99  11.3 7.667E-09   6.20  25.6  17.66  11.4
  90 115  -7.5 144.15  9.30 11.4  7.83 18.9 9.606E-05   9.79  26.2   8.53  11.0 3.513E-09  13.49  25.6  12.30  11.7
  90 120  -7.5 160.92 21.32 12.1  9.64 19.5 5.322E-05   7.90  27.3   7.42  22.5 1.746E-09  14.32  25.7   8.06  11.4
  90 125  -7.5 175.53 31.48 12.1 11.22 19.7 3.137E-05   6.58  30.8   7.76  22.0 9.448E-10  10.71  26.0   6.51  22.4
  90 130  -7.5 186.98 39.55 12.1 12.43 19.8 1.934E-05  11.27  33.6   9.04  21.5 5.453E-10   5.54  27.4   7.68  21.5
  90 135  -7.5 195.49 45.96 12.0 13.48 19.7 1.229E-05  20.17  10.7  10.79  21.2 3.293E-10   5.27  32.9   9.29  21.1
  90 140  -7.5 201.69 50.69 12.0 14.32 19.7 7.989E-06  30.69  11.1  12.77  20.9 2.052E-10  11.16  10.7  10.68  20.9
  90 145  -7.5 206.16 54.07 11.9 15.13 19.6 5.285E-06  41.99  11.3  14.93  20.7 1.308E-10  18.52  11.2  11.51  20.8
  90 150  -7.5 209.37 56.77 11.9 15.79 19.6 3.544E-06  53.15  11.4  17.07  20.5 8.483E-11  25.90  11.3  11.91  20.7
  90 155  -7.5 211.42 58.77 11.9 16.22 19.6 2.417E-06  53.15  11.4  17.07  20.5 5.597E-11  33.19  11.3  12.13  20.7
  90 160  -7.5 212.84 60.15 11.9 16.66 19.6 1.668E-06  63.97  11.4  19.18  20.3 3.737E-11  40.50  11.3  12.07  20.7
  90 165  -7.5 213.86 61.22 11.9 16.94 19.6 1.164E-06  73.78  11.4  21.07  20.1 2.520E-11  47.53  11.3  11.98  20.7
  90 170  -7.5 214.57 61.22 11.9 16.94 19.6 8.211E-07  73.78  11.4  21.07  20.1 1.715E-11  47.53  11.3  11.98  20.7
  90 175  -7.5 214.99 61.22 11.9 16.94 19.6 5.899E-07  73.78  11.4  21.07  20.1 1.185E-11  47.53  11.3  11.98  20.7
  90 180  -7.5 215.32 61.22 11.9 16.94 19.6 4.280E-07  73.78  11.4  21.07  20.1 8.261E-12  47.53  11.3  11.98  20.7
  90 185  -7.5 215.54 61.22 11.9 16.94 19.6 3.141E-07  73.78  11.4  21.07  20.1 5.816E-12  47.53  11.3  11.98  20.7
  90 190  -7.5 215.69 61.22 11.9 16.94 19.6 2.348E-07  73.78  11.4  21.07  20.1 4.163E-12  47.53  11.3  11.98  20.7
  90 195  -7.5 215.81 61.22 11.9 16.94 19.6 1.765E-07  73.78  11.4  21.07  20.1 2.996E-12  47.53  11.3  11.98  20.7
  90 200  -7.5 215.88 61.22 11.9 16.94 19.6 1.355E-07  73.78  11.4  21.07  20.1 2.201E-12  47.53  11.3  11.98  20.7
  90 205  -7.5 215.94 61.22 11.9 16.94 19.6 1.044E-07  73.78  11.4  21.07  20.1 1.624E-12  47.53  11.3  11.98  20.7
  90 210  -7.5 215.97 61.22 11.9 16.94 19.6 8.194E-08  73.78  11.4  21.07  20.1 1.222E-12  47.53  11.3  11.98  20.7
  90 215  -7.5 216.00 61.22 11.9 16.94 19.6 6.445E-08  73.78  11.4  21.07  20.1 9.225E-13  47.53  11.3  11.98  20.7
  90 220  -7.5 216.02 61.22 11.9 16.94 19.6 5.162E-08  73.78  11.4  21.07  20.1 7.107E-13  47.53  11.3  11.98  20.7
  90 225  -7.5 216.04 61.22 11.9 16.94 19.6 4.134E-08  73.78  11.4  21.07  20.1 5.475E-13  47.53  11.3  11.98  20.7
  90 230  -7.5 216.05 61.22 11.9 16.94 19.6 3.365E-08  73.78  11.4  21.07  20.1 4.324E-13  47.53  11.3  11.98  20.7
  90 235  -7.5 216.05 61.22 11.9 16.94 19.6 2.745E-08  73.78  11.4  21.07  20.1 3.426E-13  47.53  11.3  11.98  20.7
  90 240  -7.5 216.06 61.22 11.9 16.94 19.6 2.254E-08  73.78  11.4  21.07  20.1 2.737E-13  47.53  11.3  11.98  20.7
  90  80  -2.5 132.07  6.32 14.9  4.74 22.6 1.762E-02   2.29  25.0  15.33  11.6 6.996E-07   5.78  24.8  11.53  11.7
  90  85  -2.5 125.38  6.44 14.9  4.52 22.6 8.630E-03   2.03  18.7  17.05  11.5 3.609E-07   3.60  24.8  14.38  11.7
  90  90  -2.5 119.84  4.31 13.6  3.13 22.4 4.088E-03   4.22  16.6  18.68  11.4 1.786E-07   3.28  17.9  17.46  11.5
  90  95  -2.5 117.14  2.22 31.0   .48 15.2 1.883E-03   7.59  15.5  20.89  11.3 8.408E-08   7.27  15.4  20.86  11.3
  90 100  -2.5 116.79  6.54 27.6  3.59 16.4 8.605E-04   5.84  15.3  19.96  11.4 3.858E-08   8.90  14.4  22.55  11.3
  90 105  -2.5 120.51  8.42 26.8  5.64 17.2 3.971E-04   3.04  16.3  17.89  11.4 1.733E-08   5.83  13.4  22.02  11.4
  90 110  -2.5 130.36  3.80 28.1  6.47 18.2 1.905E-04   4.05  26.8  12.43  11.5 7.701E-09   3.07  28.6  17.96  11.7
  90 115  -2.5 145.65  9.29 11.6  7.29 19.3 9.895E-05   4.69  27.7  10.49  11.3 3.586E-09   8.28  25.8  13.05  11.8
  90 120  -2.5 161.66 21.60 12.1  8.92 19.8 5.513E-05   4.60  30.4   9.64  22.9 1.806E-09   8.94  25.5   9.73  11.4
  90 125  -2.5 175.72 32.32 12.1 10.19 19.9 3.254E-05   7.60  33.6   9.82  22.5 9.839E-10   5.54  25.7   8.70  22.7
  90 130  -2.5 186.88 41.01 12.0 11.22 19.9 2.005E-05  15.49  11.0  10.62  22.2 5.696E-10   2.94  31.3   9.19  22.1
  90 135  -2.5 195.29 47.79 12.0 12.17 19.8 1.273E-05  25.67  11.3  11.77  21.8 3.442E-10   7.40  11.3   9.95  21.8
  90 140  -2.5 201.47 52.67 11.9 13.02 19.8 8.266E-06  37.10  11.5  13.15  21.5 2.144E-10  15.10  11.6  10.55  21.7
  90 145  -2.5 205.93 56.42 11.9 13.84 19.7 5.457E-06  48.94  11.5  14.61  21.2 1.366E-10  23.04  11.7  10.68  21.6
  90 150  -2.5 209.11 59.35 11.9 14.43 19.7 3.656E-06  48.94  11.5  14.61  21.2 8.860E-11  30.92  11.6  10.64  21.5
  90 155  -2.5 211.13 61.42 11.9 14.91 19.7 2.491E-06  60.72  11.6  16.12  21.0 5.847E-11  38.80  11.5  10.61  21.6
  90 160  -2.5 212.57 62.96 11.8 15.32 19.7 1.715E-06  72.18  11.5  17.63  20.8 3.901E-11  46.53  11.5  10.46  21.6
  90 165  -2.5 213.60 64.14 11.8 15.58 19.7 1.194E-06  82.50  11.5  18.93  20.5 2.628E-11  54.04  11.4  10.44  21.6
  90 170  -2.5 214.28 64.14 11.8 15.58 19.7 8.415E-07  82.50  11.5  18.93  20.5 1.788E-11  54.04  11.4  10.44  21.6
  90 175  -2.5 214.70 64.14 11.8 15.58 19.7 6.027E-07  82.50  11.5  18.93  20.5 1.234E-11  54.04  11.4  10.44  21.6
  90 180  -2.5 215.02 64.14 11.8 15.58 19.7 4.360E-07  82.50  11.5  18.93  20.5 8.589E-12  54.04  11.4  10.44  21.6
  90 185  -2.5 215.24 64.14 11.8 15.58 19.7 3.195E-07  82.50  11.5  18.93  20.5 6.043E-12  54.04  11.4  10.44  21.6
  90 190  -2.5 215.38 64.14 11.8 15.58 19.7 2.381E-07  82.50  11.5  18.93  20.5 4.318E-12  54.04  11.4  10.44  21.6
  90 195  -2.5 215.50 64.14 11.8 15.58 19.7 1.785E-07  82.50  11.5  18.93  20.5 3.103E-12  54.04  11.4  10.44  21.6
  90 200  -2.5 215.56 64.14 11.8 15.58 19.7 1.367E-07  82.50  11.5  18.93  20.5 2.276E-12  54.04  11.4  10.44  21.6
  90 205  -2.5 215.62 64.14 11.8 15.58 19.7 1.051E-07  82.50  11.5  18.93  20.5 1.677E-12  54.04  11.4  10.44  21.6
  90 210  -2.5 215.65 64.14 11.8 15.58 19.7 8.225E-08  82.50  11.5  18.93  20.5 1.260E-12  54.04  11.4  10.44  21.6
  90 215  -2.5 215.68 64.14 11.8 15.58 19.7 6.455E-08  82.50  11.5  18.93  20.5 9.490E-13  54.04  11.4  10.44  21.6
  90 220  -2.5 215.69 64.14 11.8 15.58 19.7 5.161E-08  82.50  11.5  18.93  20.5 7.297E-13  54.04  11.4  10.44  21.6
  90 225  -2.5 215.71 64.14 11.8 15.58 19.7 4.126E-08  82.50  11.5  18.93  20.5 5.612E-13  54.04  11.4  10.44  21.6
  90 230  -2.5 215.72 64.14 11.8 15.58 19.7 3.353E-08  82.50  11.5  18.93  20.5 4.418E-13  54.04  11.4  10.44  21.6
  90 235  -2.5 215.72 64.14 11.8 15.58 19.7 2.730E-08  82.50  11.5  18.93  20.5 3.489E-13  54.04  11.4  10.44  21.6
  90 240  -2.5 215.73 64.14 11.8 15.58 19.7 2.240E-08  82.50  11.5  18.93  20.5 2.780E-13  54.04  11.4  10.44  21.6
  90  80   2.5 131.48  6.06 14.7  4.48 23.0 1.764E-02   2.19  27.3  13.77  11.6 7.033E-07   6.11  26.3  10.05  11.7
  90  85   2.5 125.18  6.63 14.7  4.24 23.0 8.621E-03   1.03  13.9  15.46  11.5 3.611E-07   3.39  26.3  12.76  11.7
  90  90   2.5 120.01  5.03 13.7  2.95 23.0 4.083E-03   3.51  14.7  17.09  11.5 1.782E-07   1.87  15.9  15.86  11.5
  90  95   2.5 117.59  2.31 33.5   .62 14.1 1.885E-03   7.80  14.4  19.35  11.4 8.387E-08   6.56  14.5  19.34  11.4
  90 100   2.5 117.64  4.32 28.5  3.16 16.7 8.646E-04   7.84  13.9  18.46  11.5 3.850E-08   9.14  13.7  20.95  11.4
  90 105   2.5 121.95  5.88 27.0  4.95 17.6 4.022E-04   5.97  13.5  16.58  11.6 1.732E-08   8.36  12.6  20.10  11.6
  90 110   2.5 131.89  2.79 29.7  5.48 18.6 1.947E-04   3.43  31.8  12.00  11.5 7.767E-09   3.61  33.5  16.13  11.7
  90 115   2.5 146.63 10.40 11.6  6.14 19.5 1.017E-04   4.51  32.3  10.65  11.3 3.671E-09   3.37  29.1  11.72  11.7
  90 120   2.5 161.99 22.83 11.9  7.33 20.0 5.678E-05   7.59  10.3  10.23  23.0 1.869E-09   3.43  28.4   9.37  11.3
  90 125   2.5 175.64 33.88 11.9  8.34 20.1 3.354E-05  14.21  11.1  10.58  22.7 1.023E-09   3.38  30.7   8.87  22.8
  90 130   2.5 186.66 42.82 11.8  9.22 20.0 2.065E-05  23.44  11.4  11.35  22.4 5.929E-10   6.57  11.5   9.25  22.4
  90 135   2.5 195.05 49.64 11.8 10.06 19.9 1.310E-05  34.37  11.5  12.28  22.1 3.581E-10  14.01  11.7   9.73  22.2
  90 140   2.5 201.26 54.79 11.8 10.94 19.8 8.491E-06  46.40  11.5  13.29  21.8 2.229E-10  22.17  11.7   9.87  22.2
  90 145   2.5 205.77 58.84 11.8 11.68 19.8 5.599E-06  58.77  11.6  14.27  21.6 1.419E-10  30.43  11.6   9.77  22.2
  90 150   2.5 208.91 61.88 11.7 12.22 19.8 3.751E-06  58.77  11.6  14.27  21.6 9.207E-11  38.79  11.5   9.81  22.2
  90 155   2.5 210.98 64.08 11.7 12.71 19.7 2.550E-06  71.24  11.5  15.28  21.3 6.070E-11  47.13  11.5   9.97  22.2
  90 160   2.5 212.45 65.79 11.7 13.05 19.8 1.753E-06  83.20  11.5  16.20  21.1 4.047E-11  55.28  11.4  10.17  22.3
  90 165   2.5 213.49 67.04 11.7 13.32 19.8 1.218E-06  93.95  11.5  16.91  20.9 2.724E-11  63.31  11.4  10.62  22.3
  90 170   2.5 214.17 67.04 11.7 13.32 19.8 8.571E-07  93.95  11.5  16.91  20.9 1.854E-11  63.31  11.4  10.62  22.3
  90 175   2.5 214.60 67.04 11.7 13.32 19.8 6.125E-07  93.95  11.5  16.91  20.9 1.278E-11  63.31  11.4  10.62  22.3
  90 180   2.5 214.93 67.04 11.7 13.32 19.8 4.421E-07  93.95  11.5  16.91  20.9 8.885E-12  63.31  11.4  10.62  22.3
  90 185   2.5 215.14 67.04 11.7 13.32 19.8 3.234E-07  93.95  11.5  16.91  20.9 6.248E-12  63.31  11.4  10.62  22.3
  90 190   2.5 215.28 67.04 11.7 13.32 19.8 2.404E-07  93.95  11.5  16.91  20.9 4.457E-12  63.31  11.4  10.62  22.3
  90 195   2.5 215.40 67.04 11.7 13.32 19.8 1.797E-07  93.95  11.5  16.91  20.9 3.196E-12  63.31  11.4  10.62  22.3
  90 200   2.5 215.46 67.04 11.7 13.32 19.8 1.374E-07  93.95  11.5  16.91  20.9 2.340E-12  63.31  11.4  10.62  22.3
  90 205   2.5 215.51 67.04 11.7 13.32 19.8 1.053E-07  93.95  11.5  16.91  20.9 1.720E-12  63.31  11.4  10.62  22.3
  90 210   2.5 215.55 67.04 11.7 13.32 19.8 8.231E-08  93.95  11.5  16.91  20.9 1.288E-12  63.31  11.4  10.62  22.3
  90 215   2.5 215.57 67.04 11.7 13.32 19.8 6.448E-08  93.95  11.5  16.91  20.9 9.669E-13  63.31  11.4  10.62  22.3
  90 220   2.5 215.59 67.04 11.7 13.32 19.8 5.147E-08  93.95  11.5  16.91  20.9 7.413E-13  63.31  11.4  10.62  22.3
  90 225   2.5 215.61 67.04 11.7 13.32 19.8 4.108E-08  93.95  11.5  16.91  20.9 5.684E-13  63.31  11.4  10.62  22.3
  90 230   2.5 215.61 67.04 11.7 13.32 19.8 3.335E-08  93.95  11.5  16.91  20.9 4.468E-13  63.31  11.4  10.62  22.3
  90 235   2.5 215.62 67.04 11.7 13.32 19.8 2.712E-08  93.95  11.5  16.91  20.9 3.522E-13  63.31  11.4  10.62  22.3
  90 240   2.5 215.62 67.04 11.7 13.32 19.8 2.224E-08  93.95  11.5  16.91  20.9 2.802E-13  63.31  11.4  10.62  22.3
  90  80   7.5 131.39  5.96 14.5  4.18 11.1 1.777E-02   2.79  28.5  12.37  11.6 7.089E-07   6.67  27.2   8.88  11.6
  90  85   7.5 125.24  6.96 14.5  3.70 11.1 8.681E-03   1.09  33.3  13.94  11.5 3.635E-07   3.96  27.2  11.48  11.6
  90  90   7.5 120.31  5.97 13.7  2.22 11.4 4.115E-03   3.27  13.3  15.39  11.5 1.793E-07    .90  13.1  14.48  11.5
  90  95   7.5 118.14  3.42 11.8  1.03 15.4 1.905E-03   8.38  13.7  17.10  11.5 8.446E-08   5.81  13.8  17.43  11.4
  90 100   7.5 118.39  2.61 31.3  3.22 17.1 8.773E-04  10.32  13.4  15.76  11.6 3.887E-08   9.42  13.2  18.12  11.5
  90 105   7.5 122.80  3.45 28.4  4.32 17.8 4.102E-04   9.70  13.1  13.97  11.6 1.755E-08  10.65  12.6  16.44  11.7
  90 110   7.5 132.44  3.77 32.2  4.21 18.8 1.993E-04   8.53  12.6  11.85  11.6 7.928E-09   7.12  12.2  12.75  11.8
  90 115   7.5 146.71 13.06 11.2  4.44 19.7 1.043E-04  10.42  11.6   9.35  11.2 3.779E-09   3.44  10.6   9.40  11.7
  90 120   7.5 161.73 25.24 11.5  5.27 20.2 5.827E-05  15.46  11.5   9.45  23.0 1.932E-09   3.53  33.9   7.93  11.3
  90 125   7.5 175.27 36.19 11.6  6.22 20.2 3.436E-05  23.31  11.5  10.14  22.7 1.058E-09   7.48  11.7   7.73  22.9
  90 130   7.5 186.33 45.04 11.6  7.14 20.0 2.112E-05  33.40  11.5  11.06  22.5 6.122E-10  14.41  11.7   8.07  22.7
  90 135   7.5 194.82 51.94 11.6  8.10 19.9 1.337E-05  45.11  11.5  12.02  22.3 3.692E-10  22.65  11.6   8.38  22.6
  90 140   7.5 201.13 57.35 11.6  8.97 19.8 8.656E-06  57.70  11.5  12.87  22.0 2.295E-10  31.31  11.5   8.50  22.6
  90 145   7.5 205.73 61.55 11.6  9.58 19.8 5.703E-06  70.74  11.5  13.63  21.8 1.460E-10  40.12  11.5   8.76  22.6
