  Ls Hgt   Lat  TA0K   TA1K  Tp1  TA2K  Tp2  Pa0Nm2     PA1% Pp1Hr   PA2% Pp2Hr  DA0kgm3    DA1% Dp1Hr   DA2% Dp2Hr
 210 150 -67.5 267.04 10.20 14.4  3.55 16.9 1.696E-05  14.81  29.9  10.49  11.7 3.135E-10  16.01  29.6  10.81  11.8
 210 155 -67.5 277.84 10.68 14.5  3.90 16.8 1.243E-05  14.28  30.3  10.37  11.8 2.183E-10  15.69  29.9  10.84  11.8
 210 160 -67.5 287.38 10.43 14.6  3.86 16.8 9.191E-06  13.68  30.8  10.06  11.9 1.541E-10  14.98  30.2  10.60  11.8
 210 165 -67.5 294.55 10.38 14.8  4.18 16.9 6.905E-06  13.68  30.8  10.06  11.9 1.115E-10  14.97  30.5  10.65  11.8
 210 170 -67.5 300.56  9.82 14.9  4.00 16.8 5.230E-06  13.05  31.1   9.66  12.0 8.155E-11  14.39  30.7  10.30  11.9
 210 175 -67.5 305.41  9.61 15.1  4.18 16.8 3.995E-06  13.05  31.1   9.66  12.0 6.037E-11  14.43  31.0  10.28  11.9
 210 180 -67.5 309.14  9.11 15.3  3.95 16.8 3.080E-06  12.29  31.4   9.24  12.1 4.521E-11  14.01  31.2   9.94  11.9
 210 185 -67.5 312.24  8.92 15.4  4.04 16.8 2.387E-06  12.29  31.4   9.24  12.1 3.408E-11  13.97  31.4   9.89  11.9
 210 190 -67.5 314.51  8.56 15.6  3.83 16.8 1.867E-06  11.38  31.6   8.88  12.2 2.594E-11  13.58  31.5   9.58  12.0
 210 195 -67.5 316.37  8.42 15.7  3.87 16.7 1.466E-06  11.38  31.6   8.88  12.2 1.983E-11  13.44  31.6   9.54  12.0
 210 200 -67.5 317.77  8.21 15.8  3.73 16.7 1.161E-06  10.27  31.6   8.59  12.3 1.528E-11  13.01  31.7   9.29  12.1
 210 205 -67.5 318.86  8.10 15.9  3.73 16.7 9.239E-07  10.27  31.6   8.59  12.3 1.183E-11  12.75  31.8   9.25  12.1
 210 210 -67.5 319.76  8.00 16.0  3.67 16.7 7.396E-07   8.97  31.4   8.36  12.4 9.212E-12  12.26  31.9   9.10  12.2
 210 215 -67.5 320.39  7.92 16.1  3.64 16.7 5.970E-07   8.97  31.4   8.36  12.4 7.221E-12  11.87  31.9   9.01  12.2
 210 220 -67.5 321.00  7.87 16.1  3.63 16.7 4.825E-07   7.63  30.9   8.20  12.5 5.668E-12  11.39  31.9   9.02  12.3
 210 225 -67.5 321.35  7.81 16.2  3.59 16.7 3.953E-07   7.63  30.9   8.20  12.5 4.502E-12  10.83  31.9   8.81  12.3
 210 230 -67.5 321.70  7.78 16.2  3.59 16.7 3.239E-07   7.63  30.9   8.20  12.5 3.576E-12  10.29  31.8   8.86  12.4
 210 235 -67.5 321.96  7.75 16.3  3.58 16.7 2.679E-07   6.63  29.7   8.11  12.6 2.865E-12   9.65  31.8   8.83  12.4
 210 240 -67.5 322.15  7.74 16.3  3.56 16.7 2.231E-07   6.63  29.7   8.11  12.6 2.309E-12   9.12  31.7   8.69  12.5
 210  80 -62.5 150.35  4.56 17.6  1.65 21.3 4.657E-02   8.36  33.2   1.64  22.8 1.622E-06   9.55  32.5    .85  11.4
 210  85 -62.5 146.14  7.37 17.6  2.83 21.3 2.516E-02   7.34  34.0   2.26  22.6 9.020E-07   9.60  32.5   1.45  11.4
 210  90 -62.5 140.00  8.72 17.4  3.07 21.2 1.328E-02   6.59  11.5   3.11  22.1 4.968E-07   7.76  33.3   2.29  22.5
 210  95 -62.5 134.37  7.20 17.6  2.22 22.3 6.824E-03   7.37  13.3   4.08  21.8 2.655E-07   7.02  12.0   3.86  21.6
 210 100 -62.5 130.91  3.22 19.7  3.44 12.2 3.423E-03  10.72  15.1   5.91  22.0 1.363E-07  10.11  14.3   5.11  21.2
 210 105 -62.5 129.50  3.94 25.9  5.69 12.2 1.697E-03  10.95  15.6   6.84  22.4 6.829E-08  12.52  15.3   4.47  21.3
 210 110 -62.5 130.67  8.50 27.4  6.71 11.7 8.401E-04   7.38  16.3  10.35  11.1 3.356E-08  12.96  15.8   4.93  11.2
 210 115 -62.5 137.49 13.05 27.7  6.30 11.1 4.242E-04   4.23  17.0  12.67  11.2 1.613E-08  10.10  16.2   9.08  11.4
 210 120 -62.5 151.23 12.78 28.0  4.94 11.2 2.246E-04   2.99  27.2  14.47  11.1 7.740E-09   3.89  17.7  13.19  11.1
 210 125 -62.5 170.43  7.65 29.2  4.16 12.7 1.272E-04   6.87  27.1  15.90  11.1 3.864E-09   6.59  26.7  16.21  22.9
 210 130 -62.5 192.00  5.54 32.8  5.60 13.9 7.734E-05   9.86  27.5  16.76  11.1 2.067E-09  10.92  26.9  17.87  23.0
 210 135 -62.5 212.83  8.40 11.4  7.03 14.5 4.993E-05  11.12  27.9  17.18  11.2 1.194E-09  12.71  27.2  18.47  11.1
 210 140 -62.5 231.32 11.59 12.1  7.82 14.8 3.361E-05  11.11  28.6  17.23  11.4 7.335E-10  12.99  27.5  18.43  11.2
 210 145 -62.5 247.35 13.82 12.2  7.96 15.0 2.330E-05  10.74  29.5  16.96  11.6 4.712E-10  12.34  27.9  18.14  11.4
 210 150 -62.5 261.05 14.95 12.3  8.18 15.2 1.652E-05  10.74  29.5  16.96  11.6 3.133E-10  11.64  28.5  18.46  11.5
 210 155 -62.5 271.20 15.49 12.3  8.15 15.4 1.202E-05  10.90  30.6  16.55  11.7 2.171E-10  11.27  29.2  18.05  11.6
 210 160 -62.5 280.05 15.62 12.2  8.05 15.5 8.831E-06  11.73  31.6  16.02  11.9 1.525E-10  10.76  29.9  17.76  11.7
 210 165 -62.5 286.99 15.34 12.3  8.22 15.5 6.574E-06  11.73  31.6  16.02  11.9 1.093E-10  11.06  30.6  17.63  11.8
 210 170 -62.5 292.41 15.06 12.3  8.03 15.5 4.949E-06  12.96  32.2  15.53  12.1 7.954E-11  11.42  31.2  17.12  11.8
 210 175 -62.5 297.10 14.55 12.2  8.19 15.6 3.745E-06  12.96  32.2  15.53  12.1 5.833E-11  12.13  31.8  17.04  11.9
 210 180 -62.5 300.30 14.18 12.2  8.05 15.5 2.872E-06  14.18  32.7  15.07  12.3 4.346E-11  12.83  32.1  16.56  12.0
 210 185 -62.5 303.31 13.69 12.2  8.13 15.5 2.206E-06  14.18  32.7  15.07  12.3 3.246E-11  13.64  32.5  16.49  12.1
 210 190 -62.5 305.13 13.35 12.2  8.04 15.4 1.717E-06  15.27  33.0  14.80  12.5 2.458E-11  14.35  32.7  16.10  12.2
 210 195 -62.5 306.94 12.94 12.2  8.09 15.4 1.336E-06  15.27  33.0  14.80  12.5 1.863E-11  15.12  32.9  16.06  12.2
 210 200 -62.5 308.01 12.64 12.3  8.03 15.4 1.054E-06  16.03  33.2  14.69  12.7 1.429E-11  15.70  33.1  15.78  12.3
 210 205 -62.5 309.08 12.33 12.3  8.06 15.4 8.319E-07  16.03  33.2  14.69  12.7 1.096E-11  16.33  33.2  15.77  12.4
 210 210 -62.5 309.76 12.09 12.3  8.03 15.3 6.648E-07  16.39  33.3  14.73  12.9 8.504E-12  16.71  33.3  15.62  12.5
 210 215 -62.5 310.38 11.86 12.3  8.04 15.3 5.322E-07  16.39  33.3  14.73  12.9 6.607E-12  17.20  33.4  15.62  12.6
 210 220 -62.5 310.83 11.68 12.4  8.03 15.3 4.302E-07  16.37  33.4  14.94  13.1 5.176E-12  17.36  33.5  15.63  12.7
 210 225 -62.5 311.19 11.52 12.4  8.03 15.3 3.498E-07  16.37  33.4  14.94  13.1 4.076E-12  17.67  33.5  15.55  12.7
 210 230 -62.5 311.51 11.38 12.4  8.03 15.3 2.853E-07  15.92  33.3  15.25  13.2 3.219E-12  17.73  33.6  15.72  12.8
 210 235 -62.5 311.71 11.26 12.4  8.02 15.2 2.358E-07  15.92  33.3  15.25  13.2 2.574E-12  17.71  33.6  15.73  12.9
 210 240 -62.5 311.91 11.16 12.4  8.02 15.2 1.949E-07  15.92  33.3  15.25  13.2 2.057E-12  17.73  33.7  15.80  12.9
 210  80 -57.5 149.21  5.52 18.2  4.04 21.7 4.749E-02   8.53  32.6   2.52  11.5 1.668E-06  11.28  31.9   1.14  12.2
 210  85 -57.5 145.22  9.16 18.2  5.11 21.7 2.556E-02   6.27  33.2   3.88  23.0 9.237E-07  10.32  31.9   2.15  12.2
 210  90 -57.5 138.95 10.04 17.7  5.27 21.5 1.343E-02   4.50  11.5   5.38  22.5 5.071E-07   6.83  32.5   3.47  11.1
 210  95 -57.5 133.16  7.82 17.6  4.54 22.0 6.860E-03   5.79  14.4   7.03  22.2 2.697E-07   5.01  12.6   5.62  22.1
 210 100 -57.5 130.14  3.17 20.1  4.67 11.3 3.420E-03  10.56  16.1  10.68  22.2 1.372E-07   9.57  15.2   7.94  21.8
 210 105 -57.5 129.68  5.06 25.8  6.43 11.8 1.693E-03  11.05  16.4  12.54  22.3 6.807E-08  12.34  15.9   8.84  21.9
 210 110 -57.5 131.14  9.13 26.7  7.75 11.6 8.402E-04   7.78  17.8  16.77  22.7 3.348E-08  11.93  16.4  10.37  22.5
 210 115 -57.5 136.76 11.96 27.0  7.55 11.4 4.245E-04   5.75  19.7  19.32  22.8 1.624E-08   8.61  17.4  14.65  22.8
 210 120 -57.5 148.86 10.07 27.3  5.88 12.1 2.234E-04   6.10  22.9  21.50  22.9 7.818E-09   6.05  21.3  20.04  22.7
 210 125 -57.5 167.04  5.34 29.9  6.53 13.7 1.250E-04   8.61  24.7  23.06  23.0 3.875E-09  10.32  24.1  24.05  22.8
 210 130 -57.5 188.31  7.49 10.0  9.10 14.6 7.524E-05  10.18  25.5  23.49  11.1 2.049E-09  13.54  24.8  25.87  22.9
 210 135 -57.5 209.05 12.45 11.1 11.00 15.0 4.814E-05  10.04  26.2  23.19  11.2 1.173E-09  14.09  25.1  26.05  11.1
 210 140 -57.5 227.28 16.34 11.4 12.02 15.2 3.222E-05   8.66  27.1  22.37  11.4 7.167E-10  13.17  25.6  25.47  11.2
 210 145 -57.5 242.83 19.17 11.4 12.18 15.3 2.222E-05   7.42  28.8  21.37  11.6 4.586E-10  11.67  26.1  24.58  11.4
 210 150 -57.5 256.08 20.93 11.4 12.29 15.5 1.566E-05   8.03  30.9  20.38  11.8 3.034E-10   9.82  26.8  24.30  11.6
 210 155 -57.5 265.97 21.83 11.4 12.49 15.6 1.131E-05   8.03  30.9  20.38  11.8 2.087E-10   8.46  28.0  23.53  11.7
 210 160 -57.5 274.11 22.53 11.4 12.31 15.6 8.274E-06  10.43  32.3  19.42  12.0 1.462E-10   7.80  29.3  22.69  11.8
 210 165 -57.5 280.94 22.68 11.3 12.59 15.7 6.107E-06  10.43  32.3  19.42  12.0 1.039E-10   8.25  30.7  22.32  11.9
 210 170 -57.5 285.69 22.82 11.3 12.53 15.7 4.580E-06  13.50  33.1  18.54  12.3 7.542E-11   9.50  31.7  21.42  12.0
 210 175 -57.5 289.98 22.74 11.3 12.67 15.7 3.449E-06  16.64  33.5  17.87  12.5 5.503E-11  11.12  32.5  21.02  12.1
 210 180 -57.5 292.89 22.68 11.2 12.74 15.7 2.628E-06  16.64  33.5  17.87  12.5 4.076E-11  12.92  32.9  20.31  12.2
 210 185 -57.5 295.41 22.55 11.2 12.79 15.7 2.012E-06  19.55  33.7  17.48  12.8 3.033E-11  14.73  33.3  19.94  12.3
 210 190 -57.5 297.15 22.43 11.2 12.88 15.6 1.555E-06  19.55  33.7  17.48  12.8 2.279E-11  16.51  33.5  19.43  12.4
 210 195 -57.5 298.60 22.27 11.1 12.92 15.6 1.208E-06  22.08  33.9  17.41  13.0 1.722E-11  18.21  33.7  19.16  12.5
 210 200 -57.5 299.62 22.14 11.1 12.98 15.6 9.459E-07  22.08  33.9  17.41  13.0 1.311E-11  19.80  33.9  18.80  12.6
 210 205 -57.5 300.49 21.99 11.1 13.02 15.6 7.447E-07  24.08  33.9  17.64  13.3 1.002E-11  21.29  34.0  18.67  12.7
 210 210 -57.5 301.08 21.87 11.1 13.06 15.6 5.918E-07  24.08  33.9  17.64  13.3 7.725E-12  22.59  10.1  18.47  12.8
 210 215 -57.5 301.62 21.74 11.1 13.10 15.6 4.717E-07  25.47  33.9  18.12  13.5 5.969E-12  23.86  10.1  18.43  12.9
 210 220 -57.5 301.96 21.64 11.1 13.12 15.6 3.809E-07  25.47  33.9  18.12  13.5 4.664E-12  24.75  10.2  18.44  13.0
 210 225 -57.5 302.29 21.53 11.0 13.15 15.6 3.075E-07  25.47  33.9  18.12  13.5 3.645E-12  25.80  10.2  18.41  13.1
 210 230 -57.5 302.50 21.45 11.0 13.16 15.6 2.519E-07  26.25  33.9  18.80  13.7 2.885E-12  26.32  10.2  18.61  13.2
 210 235 -57.5 302.69 21.37 11.0 13.18 15.6 2.069E-07  26.25  33.9  18.80  13.7 2.290E-12  27.02  10.2  18.63  13.3
 210 240 -57.5 302.85 21.30 11.0 13.20 15.6 1.708E-07  26.52  33.8  19.63  13.9 1.826E-12  27.45  10.3  18.83  13.4
 210  80 -52.5 148.43  7.84 18.8  6.43 21.9 4.879E-02  10.42  32.2   1.37  13.2 1.726E-06  13.31  31.5   2.33  13.1
 210  85 -52.5 144.19 11.43 18.8  7.24 21.9 2.615E-02   5.13  32.3   4.68  23.0 9.536E-07  11.24  31.5   1.99  13.1
 210  90 -52.5 137.77 11.44 17.9  7.42 21.8 1.367E-02   2.29  12.7   6.94  22.6 5.213E-07   5.98  31.6   3.64  11.2
 210  95 -52.5 131.86  8.61 17.5  7.20 22.1 6.935E-03   5.18  16.2   9.39  22.3 2.758E-07   3.19  14.7   6.64  22.4
 210 100 -52.5 128.94  2.89 19.1  6.72 22.8 3.433E-03  11.48  17.0  15.02  22.3 1.393E-07   9.80  16.4  10.43  22.0
 210 105 -52.5 128.77  5.19 26.4  7.43 11.4 1.689E-03  12.34  17.1  17.93  22.4 6.849E-08  13.29  16.7  13.25  22.1
 210 110 -52.5 130.16  9.60 26.7  8.46 11.6 8.351E-04   9.48  18.3  23.43  22.6 3.353E-08  12.51  17.1  16.31  22.4
 210 115 -52.5 134.73 11.60 26.7  7.96 11.9 4.188E-04   7.82  20.0  26.07  22.7 1.626E-08   8.98  18.3  21.41  22.6
 210 120 -52.5 145.63  8.44 27.1  6.86 13.1 2.175E-04   8.17  22.2  28.05  22.8 7.783E-09   8.64  21.8  27.51  22.6
 210 125 -52.5 163.37  4.52 31.0  9.44 14.5 1.201E-04   9.84  23.7  28.97  23.0 3.805E-09  13.25  23.4  31.57  22.8
 210 130 -52.5 184.83  9.44 10.4 12.63 15.1 7.160E-05   9.31  25.2  27.24  11.3 1.988E-09  15.95  23.9  32.64  23.0
 210 135 -52.5 205.81 15.32 11.0 14.47 15.4 4.537E-05   9.31  25.2  27.24  11.3 1.123E-09  15.74  24.3  31.94  11.2
 210 140 -52.5 223.91 19.74 11.2 15.47 15.6 3.022E-05   6.88  26.4  25.45  11.5 6.834E-10  13.74  24.7  30.53  11.4
 210 145 -52.5 238.97 22.98 11.2 15.74 15.7 2.077E-05   5.24  29.2  23.61  11.7 4.363E-10  11.23  25.3  28.81  11.5
 210 150 -52.5 251.55 25.33 11.2 15.78 15.8 1.459E-05   7.13  32.0  21.91  11.9 2.880E-10   8.58  26.2  27.61  11.7
 210 155 -52.5 261.50 26.76 11.2 16.24 15.9 1.045E-05   7.13  32.0  21.91  11.9 1.961E-10   6.64  28.0  26.49  11.8
 210 160 -52.5 268.87 27.85 11.2 16.24 16.0 7.619E-06  11.14  33.3  20.35  12.2 1.373E-10   6.45  30.1  24.92  11.9
 210 165 -52.5 275.19 28.54 11.2 16.52 16.0 5.600E-06  15.68  33.8  19.06  12.5 9.718E-11   7.94  31.8  24.00  12.1
 210 170 -52.5 279.73 29.02 11.1 16.77 16.0 4.171E-06  15.68  33.8  19.06  12.5 7.009E-11  10.34  32.8  22.78  12.2
 210 175 -52.5 283.40 29.39 11.1 16.91 16.0 3.132E-06  20.16  10.1  18.13  12.8 5.104E-11  12.98  33.4  21.86  12.3
 210 180 -52.5 286.27 29.60 11.1 17.18 16.0 2.369E-06  20.16  10.1  18.13  12.8 3.750E-11  15.80  33.8  20.97  12.4
 210 185 -52.5 288.29 29.81 11.0 17.27 16.0 1.810E-06  24.34  10.2  17.70  13.2 2.785E-11  18.42  10.0  20.23  12.6
 210 190 -52.5 289.99 29.89 11.0 17.48 16.0 1.388E-06  24.34  10.2  17.70  13.2 2.077E-11  21.11  10.2  19.59  12.7
 210 195 -52.5 291.10 29.98 11.0 17.56 16.0 1.077E-06  28.04  10.3  17.82  13.5 1.565E-11  23.44  10.3  19.14  12.9
 210 200 -52.5 292.09 29.98 11.0 17.71 16.0 8.379E-07  28.04  10.3  17.82  13.5 1.183E-11  25.84  10.4  18.75  13.0
 210 205 -52.5 292.72 30.00 11.0 17.78 16.0 6.602E-07  31.12  10.3  18.45  13.8 9.032E-12  27.82  10.5  18.58  13.2
 210 210 -52.5 293.29 29.98 11.0 17.88 16.0 5.212E-07  31.12  10.3  18.45  13.8 6.911E-12  29.84  10.5  18.42  13.3
 210 215 -52.5 293.68 29.97 11.0 17.94 16.0 4.165E-07  33.49  10.3  19.47  14.1 5.343E-12  31.43  10.6  18.48  13.5
 210 220 -52.5 294.00 29.95 11.0 18.00 16.0 3.341E-07  33.49  10.3  19.47  14.1 4.145E-12  32.98  10.6  18.57  13.6
 210 225 -52.5 294.25 29.92 11.0 18.05 16.0 2.703E-07  35.04  10.2  20.70  14.3 3.240E-12  34.23  10.6  18.73  13.7
 210 230 -52.5 294.43 29.90 10.9 18.08 16.0 2.207E-07  35.04  10.2  20.70  14.3 2.553E-12  35.19  10.6  19.11  13.8
 210 235 -52.5 294.61 29.87 10.9 18.12 16.0 1.802E-07  35.92  10.1  22.07  14.5 2.013E-12  36.30  10.6  19.37  13.9
 210 240 -52.5 294.70 29.85 10.9 18.14 16.0 1.498E-07  35.92  10.1  22.07  14.5 1.615E-12  36.64  10.6  19.74  14.1
 210  80 -47.5 147.81 10.24 19.1  8.47 22.2 4.949E-02  11.41  32.1   1.12  14.3 1.761E-06  15.02  31.3   3.04  13.0
 210  85 -47.5 142.97 13.13 19.1  8.98 22.2 2.640E-02   4.26  31.5   5.51  22.8 9.725E-07  11.99  31.3    .97  13.0
 210  90 -47.5 136.51 12.26 18.1  9.45 22.2 1.372E-02   1.24  16.2   8.57  22.5 5.285E-07   5.44  30.7   3.63  23.0
 210  95 -47.5 130.66  9.06 17.2  9.92 22.3 6.917E-03   5.62  17.7  11.86  22.4 2.780E-07   2.95  17.6   7.78  22.5
 210 100 -47.5 127.64  2.88 16.9  9.24 22.7 3.401E-03  12.49  17.4  19.54  22.4 1.396E-07  10.64  17.4  13.24  22.3
 210 105 -47.5 127.26  4.61 27.5  8.60 11.3 1.659E-03  13.66  17.3  23.63  22.5 6.818E-08  14.50  17.2  18.24  22.3
 210 110 -47.5 128.44  9.40 27.2  8.71 11.7 8.135E-04  10.81  18.0  30.35  22.6 3.310E-08  13.52  17.3  23.16  22.4
 210 115 -47.5 132.59 10.99 26.9  7.68 12.4 4.041E-04   8.40  19.2  32.82  22.7 1.592E-08   9.56  18.3  29.49  22.6
 210 120 -47.5 143.12  7.30 27.3  8.27 14.1 2.074E-04   7.44  21.3  34.26  22.9 7.541E-09   8.68  21.4  35.83  22.7
 210 125 -47.5 161.19  4.81 32.1 12.67 15.1 1.140E-04   8.33  24.2  32.68  11.2 3.659E-09  12.58  23.0  38.87  22.9
 210 130 -47.5 182.56 10.97 10.6 16.19 15.5 6.752E-05   6.80  25.2  30.26  11.4 1.900E-09  14.54  23.7  38.32  11.1
 210 135 -47.5 203.35 17.18 11.1 17.85 15.8 4.246E-05   4.50  27.6  27.51  11.6 1.066E-09  13.73  24.1  36.28  11.3
 210 140 -47.5 221.37 22.00 11.2 18.75 15.9 2.807E-05   4.50  27.6  27.51  11.6 6.427E-10  11.24  24.8  33.92  11.5
 210 145 -47.5 235.73 25.58 11.2 19.26 16.1 1.924E-05   5.02  31.4  24.94  11.8 4.103E-10   8.27  25.9  31.34  11.7
 210 150 -47.5 247.48 28.31 11.2 19.34 16.1 1.347E-05   9.07  33.4  22.60  12.1 2.708E-10   6.09  27.9  29.16  11.9
 210 155 -47.5 257.16 30.27 11.2 19.87 16.2 9.577E-06  14.35  10.1  20.58  12.4 1.831E-10   6.16  30.4  27.57  12.0
 210 160 -47.5 263.96 31.72 11.2 20.18 16.2 6.953E-06  14.35  10.1  20.58  12.4 1.278E-10   8.15  32.3  25.56  12.1
 210 165 -47.5 269.56 32.84 11.2 20.49 16.2 5.096E-06  19.84  10.4  19.03  12.8 9.032E-11  11.31  33.4  24.09  12.3
 210 170 -47.5 274.07 33.61 11.2 20.93 16.3 3.767E-06  19.84  10.4  19.03  12.8 6.459E-11  14.92  33.9  22.75  12.5
 210 175 -47.5 277.12 34.30 11.1 21.17 16.3 2.821E-06  25.17  10.5  18.15  13.2 4.695E-11  18.33  10.3  21.52  12.6
 210 180 -47.5 279.81 34.75 11.1 21.55 16.3 2.121E-06  30.17  10.6  18.09  13.6 3.427E-11  21.86  10.5  20.61  12.8
 210 185 -47.5 281.49 35.16 11.1 21.73 16.3 1.615E-06  30.17  10.6  18.09  13.6 2.535E-11  25.02  10.6  19.81  13.0
 210 190 -47.5 282.97 35.41 11.1 22.00 16.3 1.234E-06  34.57  10.6  18.83  14.0 1.883E-11  28.19  10.7  19.26  13.2
 210 195 -47.5 283.95 35.62 11.1 22.15 16.3 9.534E-07  34.57  10.6  18.83  14.0 1.411E-11  30.98  10.8  18.96  13.4
 210 200 -47.5 284.78 35.74 11.1 22.33 16.3 7.404E-07  38.32  10.6  20.27  14.4 1.063E-11  33.71  10.8  18.78  13.5
 210 205 -47.5 285.34 35.85 11.1 22.44 16.3 5.806E-07  38.32  10.6  20.27  14.4 8.069E-12  36.01  10.9  18.90  13.7
 210 210 -47.5 285.83 35.90 11.1 22.56 16.3 4.576E-07  41.18  10.5  22.13  14.7 6.154E-12  38.30  10.9  19.03  13.9
 210 215 -47.5 286.14 35.96 11.1 22.65 16.3 3.648E-07  41.18  10.5  22.13  14.7 4.740E-12  40.01  10.9  19.49  14.1
 210 220 -47.5 286.44 35.97 11.0 22.73 16.3 2.913E-07  43.10  10.5  24.16  14.9 3.657E-12  41.90  10.9  19.89  14.2
 210 225 -47.5 286.62 36.00 11.0 22.79 16.3 2.364E-07  43.10  10.5  24.16  14.9 2.862E-12  42.92  10.9  20.49  14.3
 210 230 -47.5 286.79 36.00 11.0 22.84 16.3 1.918E-07  43.10  10.5  24.16  14.9 2.240E-12  44.27  10.9  21.12  14.5
 210 235 -47.5 286.91 36.01 11.0 22.88 16.2 1.577E-07  44.18  10.4  26.23  15.0 1.776E-12  44.93  10.9  21.69  14.6
 210 240 -47.5 287.00 36.01 11.0 22.92 16.2 1.303E-07  44.18  10.4  26.23  15.0 1.415E-12  45.41  10.9  22.46  14.6
 210  80 -42.5 147.13 11.40 19.2 10.10 22.5 4.987E-02  11.74  32.0    .69  12.1 1.785E-06  15.63  31.1   2.97  22.4
 210  85 -42.5 141.76 13.30 19.2 10.60 22.5 2.647E-02   3.81  30.8   7.17  22.5 9.838E-07  12.04  31.1   1.14  22.4
 210  90 -42.5 135.40 12.07 18.0 11.72 22.6 1.368E-02   1.16  19.4  10.95  22.5 5.318E-07   5.11  30.0   4.41  22.5
 210  95 -42.5 129.57  9.14 16.6 12.68 22.6 6.859E-03   5.70  18.2  15.14  22.6 2.786E-07   3.44  19.3   9.76  22.6
 210 100 -42.5 126.19  3.77 14.8 11.64 22.8 3.348E-03  12.63  17.2  25.06  22.6 1.393E-07  10.77  17.8  17.05  22.5
 210 105 -42.5 125.34  3.96 29.2  9.59 11.2 1.618E-03  14.08  16.9  30.01  22.7 6.754E-08  14.60  17.2  24.27  22.5
 210 110 -42.5 126.41  8.61 27.7  8.39 11.9 7.848E-04  11.79  17.0  37.73  22.7 3.240E-08  13.79  16.8  31.03  22.6
 210 115 -42.5 130.65  9.95 27.3  6.95 13.1 3.852E-04   8.69  17.5  40.00  22.8 1.538E-08   9.64  17.2  38.57  22.7
 210 120 -42.5 141.49  6.39 27.8 10.03 14.9 1.959E-04   4.41  21.4  39.39  11.1 7.196E-09   6.43  19.5  44.68  22.8
 210 125 -42.5 160.11  5.34 32.9 15.83 15.6 1.075E-04   4.01  24.7  36.59  11.2 3.476E-09   8.10  22.5  46.00  23.0
 210 130 -42.5 181.28 11.93 10.8 19.45 15.9 6.345E-05   3.54  28.3  33.09  11.4 1.802E-09   9.32  23.7  43.42  11.2
 210 135 -42.5 201.49 18.37 11.1 20.97 16.0 3.981E-05   4.20  31.3  29.46  11.7 1.011E-09   8.28  24.7  39.65  11.4
 210 140 -42.5 219.14 23.62 11.3 21.73 16.2 2.613E-05   7.91  33.7  26.24  11.9 6.057E-10   6.30  26.5  36.25  11.6
 210 145 -42.5 232.94 27.70 11.3 22.36 16.3 1.783E-05   7.91  33.7  26.24  11.9 3.858E-10   5.49  29.2  32.92  11.8
 210 150 -42.5 243.78 30.78 11.3 22.57 16.3 1.245E-05  13.38  10.4  23.40  12.2 2.548E-10   6.54  31.6  30.04  12.0
 210 155 -42.5 252.61 33.19 11.3 23.05 16.3 8.832E-06  19.41  10.7  21.13  12.6 1.722E-10   9.79  33.2  27.86  12.2
 210 160 -42.5 259.34 35.01 11.3 23.54 16.4 6.359E-06  19.41  10.7  21.13  12.6 1.191E-10  13.82  10.0  25.79  12.3
 210 165 -42.5 264.21 36.45 11.3 23.91 16.4 4.646E-06  25.55  10.8  19.56  13.0 8.408E-11  17.95  10.4  24.05  12.5
 210 170 -42.5 268.32 37.52 11.3 24.45 16.4 3.416E-06  31.48  10.9  18.93  13.5 5.985E-11  22.16  10.6  22.73  12.7
 210 175 -42.5 271.12 38.41 11.2 24.77 16.4 2.544E-06  31.48  10.9  18.93  13.5 4.325E-11  26.08  10.8  21.56  12.9
 210 180 -42.5 273.34 39.07 11.2 25.18 16.4 1.908E-06  37.03  10.9  19.43  14.0 3.150E-11  29.90  10.9  20.80  13.1
 210 185 -42.5 274.99 39.59 11.2 25.43 16.4 1.442E-06  37.03  10.9  19.43  14.0 2.311E-11  33.50  11.0  20.24  13.3
 210 190 -42.5 276.14 39.97 11.2 25.71 16.4 1.101E-06  42.03  10.9  20.97  14.4 1.712E-11  36.81  11.0  20.01  13.5
 210 195 -42.5 277.11 40.25 11.2 25.91 16.4 8.437E-07  42.03  10.9  20.97  14.4 1.273E-11  39.99  11.1  20.02  13.7
 210 200 -42.5 277.72 40.45 11.2 26.10 16.4 6.553E-07  46.15  10.8  23.22  14.7 9.572E-12  42.68  11.1  20.24  13.9
 210 205 -42.5 278.27 40.59 11.2 26.24 16.4 5.102E-07  46.15  10.8  23.22  14.7 7.213E-12  45.34  11.1  20.69  14.1
 210 210 -42.5 278.62 40.69 11.2 26.36 16.4 4.030E-07  49.25  10.8  25.86  15.0 5.501E-12  47.40  11.2  21.23  14.3
 210 215 -42.5 278.93 40.77 11.2 26.46 16.4 3.192E-07  49.25  10.8  25.86  15.0 4.205E-12  49.39  11.2  22.01  14.4
 210 220 -42.5 279.14 40.81 11.2 26.54 16.4 2.559E-07  51.36  10.7  28.66  15.2 3.252E-12  50.89  11.2  22.73  14.6
 210 225 -42.5 279.31 40.86 11.2 26.61 16.4 2.064E-07  51.36  10.7  28.66  15.2 2.527E-12  52.06  11.2  23.71  14.7
 210 230 -42.5 279.45 40.87 11.2 26.67 16.4 1.676E-07  52.34  10.6  31.30  15.3 1.977E-12  53.18  11.2  24.55  14.8
