Kp,Kd,MaxDeviation_mrad
3,250,0.04725371009550727
3,260,0.045791750101997764
3,270,0.043119496302423954
3,280,0.042328990534912236
3,290,0.039230076906093814
3,300,0.037941371427763215
3,310,0.03680244638903929
3,320,0.035190380725858006
3,330,0.03390564997829415
3,340,0.033082063739087175
3,350,0.03325874105719606
3,360,0.031492416864731254
3,370,0.030425142763412794
3,380,0.03854482801024517
3,390,0.044612331691062934
3,400,0.04477826677762309
3,410,0.04165423271640378
3,420,0.041823523308281985
3,430,0.0486969554936989
3,440,0.046151783035353056
3,450,0.05353862651091834
3,460,0.061560229679291645
3,470,0.0618898711965965
3,480,0.06133601500235564
3,490,0.07400878022734148
3,500,0.07635940461225843
3,510,0.07307538497347554
3,520,0.08070188017239577
3,530,0.08398614318605446
3,540,0.0900369287077929
3,550,0.08885984085948984
3,560,0.09747796912606965
3,570,0.09542139372686886
3,580,0.09828698083513832
3,590,0.11298090565503571
3,600,0.11578858727245844
3,610,0.11366995053352369
3,620,0.1217414051332133
3,630,0.12347825838709969
3,640,0.12767461897666976
3,650,0.13186582442814565
3,660,0.1361912706683288
3,670,0.13936092650024268
3,680,0.14574901923325445
3,690,0.14823531467222928
3,700,0.1498737420894125
3,710,0.1537414528869352
3,720,0.1571956084736037
3,730,0.16300826500714738
3,740,0.16462405728334684
3,750,0.17521154378352666
3,760,0.1786361032274364
3,770,0.17683246109245765
3,780,0.18268451076730585
3,790,0.18668480631078843
3,800,0.19445867331457922
3,810,0.19830270714060738
3,820,0.19611795580698477
3,830,0.20165289595230895
3,840,0.20473484592209434
3,850,0.2076089854075036
3,860,0.2112069424105023
3,870,0.21709650906742706
3,880,0.21425394725549385
3,890,0.21669669327917251
3,900,0.21880930851003733
3,910,0.22408255405081956
3,920,0.22821315357712812
3,930,0.22921211952797726
3,940,0.2317303498267087
3,950,0.23684666019840872
3,960,0.23969037939175486
3,970,0.2415386102934125
3,980,0.24412438431486994
3,990,0.24798741728337959
4,10,3.400012679469433
4,20,2.0895331833079567
4,30,0.29881829369760027
4,40,0.7885816404882284
4,50,0.3570785072837257
4,60,0.4770304569690076
4,70,0.3875646593543003
4,80,0.5023235625731814
4,90,1.8214231498716593
4,100,1.2104103425345514
4,110,0.5958359145363801
4,120,0.22755539637664413
4,130,0.19521871027894377
4,140,0.10695671922622552
4,150,0.33290344835990027
4,160,0.23885207774920758
4,170,0.1167703342339621
4,180,0.09338533222935652
4,190,0.08072112915069596
4,200,0.07438661019021353
4,210,0.06554444101958268
4,220,0.05972805757437083
4,230,0.05782417360411518
4,240,0.052775865395204846
4,250,0.04972854736129406
4,260,0.04958454795733758
4,270,0.04482629837787577
4,280,0.04341967067222896
4,290,0.04094787672226374
4,300,0.039453219216945
4,310,0.04021017377775493
4,320,0.03634056596713009
4,330,0.035295283210778905
4,340,0.03415210771295918
4,350,0.03318373358318638
4,360,0.03209521801483817
4,370,0.030874930312174698
4,380,0.029838940621029764
4,390,0.028844698729990625
4,400,0.028398581336963602
4,410,0.027532917131978252
4,420,0.026804400574675924
4,430,0.02621075580400145
4,440,0.026010441421142616
4,450,0.025017687571349256
4,460,0.025161118916927627
4,470,0.023858976468282833
4,480,0.023339190710292
4,490,0.02736454480900541
4,500,0.022850052664558085
4,510,0.026475359752420324
4,520,0.030027434582469148
4,530,0.03069296918278841
4,540,0.027502756382080662
4,550,0.03065938684820857
4,560,0.03449178909564754
4,570,0.03182075134877671
4,580,0.04105732873271872
4,590,0.036881418572609626
4,600,0.037954747755253315
4,610,0.039255166543905595
4,620,0.04241911048175062
4,630,0.04390149352329065
4,640,0.0522463451245736
4,650,0.050956481917774354
4,660,0.05075881614868827
4,670,0.05338777375829551
4,680,0.061359700679441964
4,690,0.05812515080505509
4,700,0.06018806039809199
4,710,0.06633879778872309
4,720,0.06702658174373433
4,730,0.07243440474247187
4,740,0.07344504567763366
4,750,0.07605523297038452
4,760,0.07337434109755403
4,770,0.07794963694707224
4,780,0.07649344886351273
4,790,0.08089430655922047
4,800,0.08296717473743609
4,810,0.08526591812973994
4,820,0.0870990276953254
4,830,0.09059399444666383
4,840,0.09294221568545424
4,850,0.09731940541735096
4,860,0.10166337261463543
4,870,0.10149066242903793
4,880,0.10469567295778859
4,890,0.10482973994085931
4,900,0.10778072662254168
4,910,0.11229546543445323
4,920,0.11399796099476056
4,930,0.11633180103753915
4,940,0.11500522719709583
4,950,0.11841865964479226
4,960,0.12360496130658927
4,970,0.12186265876257263
4,980,0.12380136873957337
4,990,0.13039218706412115
5,10,3.0944987068155516
5,20,2.0104626551624705
5,30,2.1692352430058293
5,40,4.375081320746155
5,50,0.3361864054096664
5,60,2.2311654036490935
5,70,0.34153802450820336
5,80,0.4566672310124531
5,90,0.22294291850499803
5,100,0.7698306843195724
5,110,1.136905904036034
5,120,0.8941160509725599
5,130,0.1713029659660137
5,140,0.16897135060922608
5,150,0.14214765612396985
5,160,0.12273089346681587
5,170,0.4732059325114335
5,180,0.3135066352122351
5,190,0.13922139173327963
5,200,0.08927355377430501
5,210,0.07337024718279128
5,220,0.0665374323833845
5,230,0.05976803236507067
5,240,0.05650964843972872
5,250,0.052252700095678506
5,260,0.051480553476368485
5,270,0.04671358705277129
5,280,0.04700900891307924
5,290,0.04370472977610618
5,300,0.041094785823814206
5,310,0.039805028935635534
5,320,0.03760509166217396
5,330,0.03617529733368485
5,340,0.034710953920047416
5,350,0.033391804749705045
5,360,0.03244124764822942
5,370,0.031451747378064
5,380,0.030668523413712734
5,390,0.02967387225982776
5,400,0.029060897068333702
5,410,0.02839452156244704
5,420,0.027955630081955007
5,430,0.02696962689263671
5,440,0.02588017865967629
5,450,0.025188333858228162
5,460,0.024627201593241388
5,470,0.02426684115608424
5,480,0.023652808026852767
5,490,0.022971311786079696
5,500,0.02251267122055367
5,510,0.02211956807984805
5,520,0.021756712780929277
5,530,0.020906892180150294
5,540,0.021062808341909545
5,550,0.020531056823536176
5,560,0.02022992748340613
5,570,0.019376581328778286
5,580,0.019678969453429396
5,590,0.019596740545524405
5,600,0.020136827215910813
5,610,0.02207091566919228
5,620,0.022705477891626913
5,630,0.024603930104061256
5,640,0.023740866302079944
5,650,0.02354141676941257
5,660,0.02080382411606685
5,670,0.02391098668519387
5,680,0.027459181041633585
5,690,0.029037768602080405
5,700,0.02941955714275135
5,710,0.028461216134645362
5,720,0.030523311931651698
5,730,0.033750916621611005
5,740,0.035707875138957235
5,750,0.03496540008096627
5,760,0.03642465415054641
5,770,0.034341503882706625
5,780,0.035982481212837314
5,790,0.040205306708007704
5,800,0.03957629037520949
5,810,0.03959094398497953
5,820,0.04093189510112616
5,830,0.04412782244522795
5,840,0.046982765344094624
5,850,0.045494637000209615
5,860,0.04665362070110923
5,870,0.047987850693709255
5,880,0.05399521040194699
5,890,0.05091929684952756
5,900,0.05242411030392802
5,910,0.05514112265059268
5,920,0.056097989749259725
5,930,0.06036481955207229
5,940,0.05755166949839019
5,950,0.060444483172439334
5,960,0.06012329589932808
5,970,0.06175149068354813
5,980,0.06505591242544906
5,990,0.0659854234916768
6,10,2.8929053466795196
6,20,1.4922126836345306
6,30,4.840769513889676
6,40,1.4585552983623629
6,50,1.0451879912966033
6,60,2.049178353263237
6,70,0.20971257497048867
6,80,0.22358172556824485
6,90,0.5103577316587504
6,100,0.5222264000348531
6,110,0.27640510923365724
6,120,8.035078430753018
6,130,1.288479747587612
6,140,0.24867080287771515
6,150,0.15214647775430024
6,160,0.14174614578621458
6,170,0.11229581091276586
6,180,0.3083618469925664
6,190,0.6725088517969269
6,200,0.2815342026560863
6,210,0.10992566435419349
6,220,0.07976354929262186
6,230,0.0669083801110304
6,240,0.06080017192999776
6,250,0.05663175096382034
6,260,0.05281133192314158
6,270,0.04904614219380932
6,280,0.04713202343342715
6,290,0.0434837418312739
6,300,0.04213031635735831
6,310,0.03951618513120536
6,320,0.03834135718694398
6,330,0.03733635731428819
6,340,0.035802405740970045
6,350,0.03556151431460819
6,360,0.033255993456826616
6,370,0.03243773583672116
6,380,0.031017340645256297
6,390,0.02979022569871148
6,400,0.029730675718653288
6,410,0.028332728713387212
6,420,0.02773569827496658
6,430,0.02715848643441987
6,440,0.026252555745065465
6,450,0.025508120089501318
6,460,0.02471049856911378
6,470,0.024130111634601548
6,480,0.02400543117353493
6,490,0.02342843984926013
6,500,0.022770876142885754
6,510,0.022100524025958634
6,520,0.022169935999460932
6,530,0.02150440801962361
6,540,0.020830632965207485
6,550,0.02030296342958593
6,560,0.019972293952008613
6,570,0.01970966800390883
6,580,0.01923313851115438
6,590,0.018852062192209473
6,600,0.018877694933028266
6,610,0.01840352618298624
6,620,0.018101487419208695
6,630,0.017796793514879283
6,640,0.017251949903318575
6,650,0.017124678370450397
6,660,0.017122271448677395
6,670,0.016684051909798825
6,680,0.01620455302031587
6,690,0.016299703106348318
6,700,0.01622252046218353
6,710,0.016793733016107204
6,720,0.017752540999782518
6,730,0.01731975584218226
6,740,0.017846921274267125
6,750,0.01862522932627453
6,760,0.02063573745769709
6,770,0.01822051330380159
6,780,0.01877484955015163
6,790,0.018967140225645274
6,800,0.01991851758342822
6,810,0.02368173002798013
6,820,0.022084556199453154
6,830,0.02360183565797147
6,840,0.022517682375045034
6,850,0.02430788551244234
6,860,0.024416115050884812
6,870,0.025535717808389258
6,880,0.025008741098120346
6,890,0.028634110971870186
6,900,0.02745416362626152
6,910,0.03197629944562408
6,920,0.03056878321450185
6,930,0.03175926013176955
6,940,0.031403280792430266
6,950,0.03597336954264119
6,960,0.035120911758945716
6,970,0.03314010087129837
6,980,0.03597087468165672
6,990,0.037076867420604565
7,10,2.7073488205272556
7,20,0.8376242506313858
7,30,4.500288446650735
7,40,0.813032897539534
7,50,2.518806504182791
7,60,0.6477167571743436
7,70,0.34572573319557875
7,80,0.6179045316789811
7,90,0.383138894426871
7,100,0.3122372138602003
7,110,0.5343954112890792
7,120,0.5619632873750113
7,130,0.6428483252864936
7,140,0.6012461229096822
7,150,0.26148662829328373
7,160,0.16221347726075308
7,170,0.1664616664269758
7,180,0.13906753049752751
7,190,0.12206809633585891
7,200,0.3252714146402269
7,210,0.23018212216019407
7,220,0.11365142454256016
7,230,0.09532106577747612
7,240,0.07337072327207039
7,250,0.06167868016149214
7,260,0.05634755626315879
7,270,0.054252418854261464
7,280,0.04813237725542763
7,290,0.04867713208778213
7,300,0.042915431021084416
7,310,0.04211498224382382
7,320,0.04042007618831889
7,330,0.03786188266952095
7,340,0.03603140496188928
7,350,0.03507176187467209
7,360,0.033596674646085845
7,370,0.032649659354788696
7,380,0.03181107628891233
7,390,0.030307526044826005
7,400,0.029491019216010272
7,410,0.029385159898254187
7,420,0.028116506160857924
7,430,0.027553897674836847
7,440,0.026077399647217447
7,450,0.025763413274537683
7,460,0.025147980693418504
7,470,0.024898570496034722
7,480,0.023974460194864378
7,490,0.023764648741764205
7,500,0.022706095364810608
7,510,0.02236790803511468
7,520,0.0217960409241158
7,530,0.021300900001186562
7,540,0.02083167159128152
7,550,0.020668935707401914
7,560,0.02045900499858533
7,570,0.02006652861252789
7,580,0.019652687418769688
7,590,0.019303982914387063
7,600,0.01871661537311553
7,610,0.018342054788345052
7,620,0.01826111455804913
7,630,0.017992494172780482
7,640,0.017589427043773753
7,650,0.017287027019641243
7,660,0.01697825498681027
7,670,0.016811174580411148
7,680,0.01646529264531793
7,690,0.01621954430852668
7,700,0.01598656517032282
7,710,0.015550534597563725
7,720,0.015509346194875206
7,730,0.01521309795826653
7,740,0.015188423269307805
7,750,0.01502136485598271
7,760,0.014770631820759661
7,770,0.014388178141810926
7,780,0.014889492241487723
7,790,0.013927837501537255
7,800,0.014375689533663305
7,810,0.01534884954068616
7,820,0.01375946642689918
7,830,0.014847503732817735
7,840,0.013302722685182289
7,850,0.015701756788666366
7,860,0.013506592252299221
7,870,0.015560865733399432
7,880,0.015981451363944466
7,890,0.016853801476424124
7,900,0.01662989315043273
7,910,0.017966731561180893
7,920,0.018102935771979745
7,930,0.017904883120922754
7,940,0.02025308943587323
7,950,0.01813091215496776
7,960,0.019774268027905606
7,970,0.021733233091625337
7,980,0.022271082769087513
7,990,0.02175493075950996
8,10,2.608392656978986
8,20,0.6687388202479827
8,30,3.001533110462251
8,40,2.1660339530309436
8,50,1.5801824739334336
8,60,0.8871054483936547
8,70,2.4913254571297117
8,80,0.28409167811815905
8,90,0.27280262418027945
8,100,0.47331378618409303
8,110,0.22507884129385758
8,120,0.2656483696255041
8,130,1.099407373064909
8,140,2.1862877550438142
8,150,1.4732410445125188
8,160,0.22213081294486514
8,170,0.12540724932641467
8,180,0.17866845492831018
8,190,0.12073655900035618
8,200,0.13770386990330508
8,210,0.5740523448847235
8,220,0.5063241332854407
8,230,0.15829428467828421
8,240,0.07953673051508403
8,250,0.07326555493003539
8,260,0.06266088567308259
8,270,0.0570288281767084
8,280,0.052615045519566195
8,290,0.04792559639388294
8,300,0.04744660719868676
8,310,0.044360053479408634
8,320,0.04115210552502191
8,330,0.0388608503403276
8,340,0.03765397625699052
8,350,0.035404060155119765
8,360,0.0345618629551403
8,370,0.03390290688565223
8,380,0.03313274234928443
8,390,0.03127389824997273
8,400,0.030071958166288937
8,410,0.029161789673715077
8,420,0.028191981455094606
8,430,0.02767820862858983
8,440,0.02675812476349293
8,450,0.02634497005704617
8,460,0.025731724919708654
8,470,0.025169840039307445
8,480,0.024399797955432234
8,490,0.02388072492331972
8,500,0.022999656672517688
8,510,0.02246155512430903
8,520,0.0220680349616309
8,530,0.02165460450598289
8,540,0.0212489866182608
8,550,0.020918378563106188
8,560,0.02050142937282118
8,570,0.020072789257863377
8,580,0.019626211865908516
8,590,0.01943269424886651
8,600,0.01890950535621272
8,610,0.018677506335773586
8,620,0.018075261349892457
8,630,0.017955712736217322
8,640,0.017767526091727603
8,650,0.017316218797525096
8,660,0.017166491221409785
8,670,0.016723660869466528
8,680,0.016708634761997132
8,690,0.016441066637007395
8,700,0.015827377979782398
8,710,0.015815150384845822
8,720,0.015600121196612804
8,730,0.015239037293390822
8,740,0.015144444113879274
8,750,0.014946822159078721
8,760,0.014817393524602096
8,770,0.014366336473337071
8,780,0.01436734399984374
8,790,0.014212050648332308
8,800,0.01373633777435046
8,810,0.013848746901246045
8,820,0.013675416709713062
8,830,0.01334814419928776
8,840,0.013296887312108652
8,850,0.013083486278375744
8,860,0.012947831984799762
8,870,0.01276879999423386
8,880,0.012559844901671724
8,890,0.012397229262717246
8,900,0.01248602489223316
8,910,0.01218346335729592
8,920,0.012583648016262217
8,930,0.012148723398719419
8,940,0.011773574463025405
8,950,0.013296249804950477
8,960,0.012576777951189833
8,970,0.014446928096267797
8,980,0.015198752756795386
8,990,0.013906064260882367
9,10,2.5652309355237435
9,20,0.7091726306263091
9,30,2.189462932619013
9,40,4.2359919875787355
9,50,1.3210096936893123
9,60,0.696175446103453
9,70,0.24120647526304495
9,80,0.2595516379457763
9,90,0.4002239394216289
9,100,0.2959855016144708
9,110,0.5194909982482177
9,120,0.31508074491792826
9,130,0.46736160041138675
9,140,0.7910557474231084
9,150,1.2668012649097449
9,160,9.054386954127303
9,170,0.25566313482427994
9,180,0.14021083900583875
9,190,0.10300285135023124
9,200,0.09674627743017084
9,210,0.08217904330876102
9,220,0.22893292867331994
9,230,0.2246920406729913
9,240,0.10309387455409436
9,250,0.11410422903246342
9,260,0.07763363932244971
9,270,0.06520997993586519
9,280,0.05697054064679463
9,290,0.05047368509281114
9,300,0.04700145020830604
9,310,0.04571984196388712
9,320,0.04239336648259595
9,330,0.04009865233367549
9,340,0.037565762936786484
9,350,0.03643041585199569
9,360,0.0355844616404255
9,370,0.034259691439331164
9,380,0.03297503609900332
9,390,0.03204671397838421
9,400,0.030821331860941825
9,410,0.02948571955663226
9,420,0.02916916146888937
9,430,0.02771090898279205
9,440,0.027170694413491958
9,450,0.026205898501441283
9,460,0.025567514799540447
9,470,0.02518248767513498
9,480,0.02465150271113714
9,490,0.02380904867660405
9,500,0.02355936779352419
9,510,0.022962256481129373
9,520,0.022578047066623697
9,530,0.02187796511954332
9,540,0.02167408994235842
9,550,0.021133967806674647
9,560,0.020417370048431138
9,570,0.01997347819893136
9,580,0.01979488008974073
9,590,0.019147377384953757
9,600,0.01908590702281998
9,610,0.018509552166978693
9,620,0.018372468423066834
9,630,0.01800397192419645
9,640,0.017616868643433037
9,650,0.01733500145739697
9,660,0.017228399015412066
9,670,0.0169162083043517
9,680,0.016744621263775628
9,690,0.016311144301894842
9,700,0.01619662545815359
9,710,0.01577104346317526
9,720,0.015621695930612134
9,730,0.01540986893777685
9,740,0.015164847015913807
9,750,0.014780895782884329
9,760,0.014762436410631352
9,770,0.014533413613904145
9,780,0.014326784267382209
9,790,0.014177233705225945
9,800,0.014123823603662267
9,810,0.01379562029346637
9,820,0.01365976043876671
9,830,0.01350367014296694
9,840,0.013315695291282736
9,850,0.01322578455908996
9,860,0.01306223461927658
9,870,0.012723521332969057
9,880,0.012711758664352146
9,890,0.012584368027646065
9,900,0.012281319417883907
9,910,0.012328859646082435
9,920,0.011990022481533913
9,930,0.011978367283838054
9,940,0.01187063959307011
9,950,0.01179893309277702
9,960,0.011623714973652
9,970,0.011421626646246352
9,980,0.011295535569111337
9,990,0.011267230610290113
10,10,2.4610813233852946
10,20,0.6536219679251776
10,30,1.725816900091104
10,40,2.005498757820856
10,50,1.925001973441809
10,60,0.8513309172251127
10,70,0.5328578747598733
10,80,0.23459281137760968
10,90,0.24531732018040486
10,100,0.4375483732337315
10,110,0.2741743304310873
10,120,0.46733627075479234
10,130,0.7009682920768867
10,140,0.8927061784966828
10,150,0.8731813785498588
10,160,1.2140387366619265
10,170,0.5776836614961312
10,180,0.18988679658349383
10,190,0.13508393010797093
10,200,0.10306513244606741
10,210,0.09570347465004403
10,220,0.07008355234860986
10,230,0.14730080976654847
10,240,0.5457060721845153
10,250,0.16209231685859748
10,260,0.10101151430141897
10,270,0.0944242838558651
10,280,0.0626093564335406
10,290,0.055491637305671304
10,300,0.0520469616775987
10,310,0.050955792165297
10,320,0.043736302749231015
10,330,0.04194684337077703
10,340,0.04032847604484857
10,350,0.037541976146471256
10,360,0.036150730716721924
10,370,0.03421097702194231
10,380,0.03338859089474511
10,390,0.03251819483462981
10,400,0.03152466168998558
10,410,0.030199376579442827
10,420,0.029614623501927895
10,430,0.02876811708052429
10,440,0.02746029382993953
10,450,0.02709022405245065
10,460,0.0257544282371569
10,470,0.025306726906926258
10,480,0.0249809269270429
10,490,0.024417730821291173
10,500,0.023599599952905947
10,510,0.023308279377243224
10,520,0.022728416112283156
10,530,0.022264680474393117
10,540,0.02130096652397384
10,550,0.021376253364846498
10,560,0.020700129104600506
10,570,0.020168375912454906
10,580,0.019695263902441695
10,590,0.0194526946382112
10,600,0.019297616544733387
10,610,0.01900750564853837
10,620,0.01868489598400025
10,630,0.018181285628582344
10,640,0.017915220580810853
10,650,0.0174324410329163
10,660,0.017361913656976924
10,670,0.01708376390840982
10,680,0.0166345925842748
10,690,0.016344075789431756
10,700,0.016135175516573952
10,710,0.015941262715202242
10,720,0.015772242870859543
10,730,0.015521512070293397
10,740,0.015257191988915508
10,750,0.015074995275199399
10,760,0.014825277224517208
10,770,0.014656669048207505
10,780,0.0143134146601831
10,790,0.014238716941505913
10,800,0.014003110919702522
10,810,0.013878368443798195
10,820,0.013769628654181076
10,830,0.013465771922405168
10,840,0.01336965842968496
10,850,0.013223803006390256
10,860,0.012824354356233414
10,870,0.01280411896242839
10,880,0.01270891607507707
10,890,0.012601824193048117
10,900,0.012324029073695897
10,910,0.012331691964462266
10,920,0.012170076590045653
10,930,0.0120178845524066
10,940,0.011804990531771864
10,950,0.011781489867690453
10,960,0.011652062501532612
10,970,0.011565332681762186
10,980,0.011411617642842486
10,990,0.011224012231414449
11,10,2.3807494011527375
11,20,0.5858356233006123
11,30,1.0522150414571385
11,40,1.3193032475049549
11,50,0.5463006976045293
11,60,1.8355777354530645
11,70,0.6534776033819689
11,80,0.31507701304800406
11,90,0.24203343390549747
11,100,0.3493820235829226
11,110,0.5266389925022708
11,120,0.5836019936656944
11,130,0.5395852558192082
11,140,0.2962993449382445
11,150,0.6015722939016754
11,160,0.37347360472050894
11,170,0.7645151182762433
11,180,0.4262705958417712
11,190,0.1492219350223145
11,200,0.13495866878532325
11,210,0.10383017007598028
11,220,0.1028633648014754
11,230,0.08327753501635726
11,240,0.14388839134493736
11,250,0.2206398300681478
11,260,0.30021665945412224
11,270,0.2763056888950288
11,280,0.138273022858737
11,290,0.0673361087200064
11,300,0.054630839265490394
11,310,0.053301013391404695
11,320,0.04895813297611795
11,330,0.04407530145300598
11,340,0.04088414984648736
11,350,0.04063863154590841
11,360,0.037015274420681976
11,370,0.03560790233603228
11,380,0.03410898465494583
11,390,0.03396087267582004
11,400,0.031675120731766704
11,410,0.03056404453527506
11,420,0.030534485334854367
11,430,0.02894364881367295
11,440,0.027909108542445438
11,450,0.026193254313078285
11,460,0.026343128899597446
11,470,0.02542069023236948
11,480,0.02511065533017387
11,490,0.024259015110494886
11,500,0.024082626055133005
11,510,0.023212622922708093
11,520,0.022745843464733184
11,530,0.022414169591478128
11,540,0.021668116773732038
11,550,0.021141939678503974
11,560,0.021015596853857232
11,570,0.02047123833381903
11,580,0.02015464436300185
11,590,0.019556368232365173
11,600,0.019305489702414746
11,610,0.018928141472640547
11,620,0.018727532913764833
11,630,0.018366770110134212
11,640,0.018089323601699903
11,650,0.017720947246502305
11,660,0.01755843963247017
11,670,0.01706242542875991
11,680,0.0168708433863074
11,690,0.016506273399663485
11,700,0.016124159881059086
11,710,0.01601669247985882
11,720,0.01578425271731021
11,730,0.015344836366670833
11,740,0.015313144376638554
11,750,0.015162696662684993
11,760,0.01482074253944532
11,770,0.014738391544533158
11,780,0.014372838907483754
11,790,0.014181226568599214
11,800,0.014165582072234173
11,810,0.013870788156289393
11,820,0.013777214810328786
11,830,0.013530856012966552
11,840,0.013283475889913632
11,850,0.013258338688260096
11,860,0.0128961647778425
