Kp,Kd,MaxDevRoll_mrad,MaxDevPitch_mrad,MaxDevYaw_mrad,TotalTorqueX_Nm_s,TotalTorqueY_Nm_s,TotalTorqueZ_Nm_s
0,0,808.5424931658742,6283.185316815707,2.13653269367867e-06,0.0,0.0,0.0
0,100,0.6788197872074533,18.16086751557222,0.19931860909636673,0.22057651530305902,1.856383676735347,0.0011090218043608713
0,200,0.3364416830540959,9.077481852145297,0.13611692199346268,0.7262640528105544,1.9206409281856367,0.0008317663532706543
0,300,0.22610288797197373,6.010716705610264,0.09068585465850809,1.3152998599719943,1.9882252450490092,0.0005677135427085418
0,400,0.16700784425195067,4.538846830018706,0.06746535715956586,1.9098807761552248,2.0558095619123815,0.0006997399479895981
0,500,0.13647130255547427,3.6350837828189597,0.05388122462863848,2.5283056611322188,2.12503100620124,0.0010166033206641327
0,600,0.11266091263261495,3.0271087129349894,0.04342314721639882,3.1421888377675375,2.1962724544908974,0.0011090218043608713
0,700,0.09727536632472146,2.5942620076797596,0.036768816585483234,3.7342480496099126,2.2678835767153425,0.0011222244448889768
0,800,0.08448683147281641,2.273116775167061,0.03177543878486499,4.3337007401479966,2.3425577115423084,0.0013598719743948761
0,900,0.0751355802815088,2.020451317040539,0.027877021457287432,4.95393438687737,2.4169941988397676,0.0013862772554510871
10,0,0.9383833875796583,13.071065203954625,0.018094263152320877,20.85471934386879,547.8553322664534,0.20990878175635222
10,100,0.005783620708391821,0.0012900673589388845,0.0038736181872193252,0.09511182236447698,3.8362252450489716,0.005663932786557336
10,200,0.0034225907715514053,0.0004906724448972,0.000466490390489466,0.5702484496899355,2.665217043408673,0.0003432686537307462
10,300,0.0025999258082895628,0.0004770800297038136,0.00045855392999802835,1.2042260452090354,2.4157399479895907,0.0003300660132026406
10,400,0.0027545708184495716,0.00043807249905380985,0.00045313761812860884,1.7862908581716264,2.335151030206038,0.0018747749549909913
10,500,0.002448144790999815,0.0003858503685449932,0.0004146057488276356,2.447360272054397,2.322780156031199,0.003010202040408083
10,600,0.00228107434731633,0.0004872237715503047,0.00035017585173298746,3.0730202040408003,2.341739147829558,0.002917783556711343
10,700,0.0021117313457433753,0.00048591811019349507,0.00042354397494563764,3.660273654730938,2.379749549909971,0.0017031406281256196
10,800,0.0020127687005783647,0.0003454331506391739,0.00041411290234875773,4.303743948789745,2.4287973594718806,0.0017691538307661472
10,900,0.0018781559027195704,0.0008732498107955067,0.00033072798500758044,4.846346069213835,2.4881828365673,0.0017691538307661472
20,0,1.3156606751965556,9.243126641162004,0.01276028806204841,56.73356831366274,775.2003132626531,0.36271614322864715
20,100,0.007387039364920802,0.0003958916712232252,0.0006492495962387126,0.1677659531906362,4.962080416083312,0.008014002800560143
20,200,0.0025051926582306387,0.0002595309950281788,0.00024141417401940256,0.4846029205841158,3.144010802160415,0.0006469293858771756
20,300,0.002756028402893497,0.0002499420119761453,0.00023366102402160827,1.1370774154830907,2.6713430686137185,0.0004356871374274856
20,400,0.001810082994043138,0.0002424992278093896,0.0002288062833219709,1.7786333266653334,2.518707341468286,0.0007261452290458093
20,500,0.0019920968515781436,0.0002475847553640165,0.00022097388144627216,2.4253778755751036,2.462530106021199,0.001637127425485092
20,600,0.001387194874226757,0.00024444055135575127,0.00022027459400648656,3.056094418883766,2.451585117023398,0.0010694138827765547
20,700,0.0015791556724997894,0.00024493365247124643,0.00022156669140082242,3.656999399879975,2.468035607121419,0.0012938587717543485
20,800,0.0014643070934009265,0.00022181143677357795,0.0001710430429812836,4.282408481696324,2.5018607721544264,0.0022444488897779506
20,900,0.0013731238182543488,0.00024158608846747143,0.00017028033043255093,4.869028205641132,2.547924784956985,0.0023368673734746907
30,0,1.578260815784082,7.55810584830674,0.012990265280637198,101.75816363272666,949.7539287857584,0.5404632926585313
30,100,0.006788210536335138,0.0002774591192356013,0.00027257224125323723,0.19567633526704736,5.885222244448999,0.008990998199639904
30,200,0.003312995168913407,0.0001761888217544083,0.0001692372942455127,0.32866653330665635,3.5423080616122973,0.0020596119223844703
30,300,0.00201913544390426,0.0001656816241979442,0.00015598394246301318,1.0773882776555281,2.9000788157631456,0.0005017003400680137
30,400,0.0020837696204855025,0.00016575279826458456,0.00015453105672813948,1.744293258651728,2.661903180636123,0.0008053610722144431
30,500,0.0017708263150088212,0.00016549954162670133,0.0001499043445105976,2.3926089217843516,2.5737227445489035,0.0010430086017203437
30,600,0.0016051049197063434,0.00016505878441819277,0.00014937372690116625,3.0562132426485182,2.5413234646929372,0.0011090218043608713
30,700,0.001474298997073924,0.00016402251512559474,0.00013882404252974176,3.5395487097419407,2.5426437287457446,0.00286497299459892
30,800,0.0013192700325726204,0.00016563330973440316,0.00011712993112878254,4.213860372074398,2.5638603720744126,0.002323664732946585
30,900,0.0012234676923195144,0.00015857541679764608,0.00013455704968668003,4.812045609121806,2.6003656731346227,0.0022048409681936334
40,0,1.8991346390622552,6.546196999308473,0.013949378293043296,158.1969037807561,1096.6325521104238,0.7145005001000185
40,100,0.008661626450527444,0.0012906605544316108,0.0003331792540214546,0.24456571314262254,6.681724344869133,0.00976995399079809
